year,quintil_oecd,sampreg,occpos,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1987,5th Quintile,West,Apprentice/ Trainee/ Intern,0.05982,158,2078,0.04962,0.07002
1987,5th Quintile,West,Not employed: Pensioner,0.12304,209,2078,0.10891,0.13716
1987,5th Quintile,West,Not employed: registered unemployed,0.01579,44,2078,0.01043,0.02115
1987,5th Quintile,West,Not employed: no further information,0.07232,169,2078,0.06118,0.08346
1988,1st Quintile,West,Self-employed,0.02066,47,1949,0.01434,0.02698
1988,1st Quintile,West,Blue-collar worker,0.13364,492,1949,0.11853,0.14875
1988,1st Quintile,West,White-collar worker,0.04702,114,1949,0.03762,0.05642
1988,1st Quintile,West,Apprentice/ Trainee/ Intern,0.08898,262,1949,0.07634,0.10162
1988,1st Quintile,West,Not employed: Pensioner,0.26954,380,1949,0.24983,0.28924
1988,1st Quintile,West,Not employed: registered unemployed,0.06203,181,1949,0.05132,0.07274
1988,1st Quintile,West,Not employed: no further information,0.14630,473,1949,0.13060,0.16199
1988,2nd Quintile,West,Self-employed,0.02663,69,1973,0.01953,0.03374
1988,2nd Quintile,West,Blue-collar worker,0.14765,560,1973,0.13200,0.16331
1988,2nd Quintile,West,Civil servant,0.01794,38,1973,0.01208,0.02380
1988,2nd Quintile,West,White-collar worker,0.12105,280,1973,0.10665,0.13545
1988,2nd Quintile,West,Apprentice/ Trainee/ Intern,0.06486,215,1973,0.05399,0.07574
1988,2nd Quintile,West,Not employed: Pensioner,0.25264,364,1973,0.23347,0.27182
1988,2nd Quintile,West,Not employed: registered unemployed,0.02112,66,1973,0.01478,0.02747
1988,2nd Quintile,West,Not employed: no further information,0.12932,381,1973,0.11451,0.14413
1988,3rd Quintile,West,Self-employed,0.03257,74,1989,0.02477,0.04038
1988,3rd Quintile,West,Blue-collar worker,0.19582,634,1989,0.17837,0.21326
1988,3rd Quintile,West,Civil servant,0.03323,69,1989,0.02535,0.04111
1988,3rd Quintile,West,White-collar worker,0.17160,361,1989,0.15503,0.18818
1988,3rd Quintile,West,Apprentice/ Trainee/ Intern,0.08655,237,1989,0.07419,0.09892
1988,3rd Quintile,West,Not employed: Pensioner,0.16740,258,1989,0.15099,0.18381
1988,3rd Quintile,West,Not employed: registered unemployed,0.03305,95,1989,0.02519,0.04091
1988,3rd Quintile,West,Not employed: no further information,0.10438,261,1989,0.09093,0.11782
1988,4th Quintile,West,Self-employed,0.03693,88,2050,0.02876,0.04509
1988,4th Quintile,West,Blue-collar worker,0.20909,635,2050,0.19148,0.22670
1988,4th Quintile,West,Civil servant,0.05184,108,2050,0.04224,0.06144
1988,4th Quintile,West,White-collar worker,0.24279,514,2050,0.22422,0.26135
1988,4th Quintile,West,Apprentice/ Trainee/ Intern,0.05822,165,2050,0.04808,0.06836
1988,4th Quintile,West,Not employed: Pensioner,0.15059,248,2050,0.13510,0.16607
1988,4th Quintile,West,Not employed: registered unemployed,0.03019,82,2050,0.02278,0.03760
1988,4th Quintile,West,Not employed: no further information,0.08468,210,2050,0.07262,0.09673
1988,5th Quintile,West,Self-employed,0.10098,223,1923,0.08751,0.11445
1988,5th Quintile,West,Blue-collar worker,0.11874,333,1923,0.10428,0.13320
1988,5th Quintile,West,Civil servant,0.08930,184,1923,0.07655,0.10205
1988,5th Quintile,West,White-collar worker,0.33631,680,1923,0.31519,0.35743
1988,5th Quintile,West,Apprentice/ Trainee/ Intern,0.04524,113,1923,0.03595,0.05453
1988,5th Quintile,West,Not employed: Pensioner,0.13077,207,1923,0.11569,0.14584
1988,5th Quintile,West,Not employed: registered unemployed,0.01371,33,1923,0.00851,0.01891
1988,5th Quintile,West,Not employed: no further information,0.06491,150,1923,0.05390,0.07593
1989,1st Quintile,West,Self-employed,0.01526,40,1898,0.00974,0.02077
1989,1st Quintile,West,Blue-collar worker,0.11786,477,1898,0.10335,0.13237
1989,1st Quintile,West,White-collar worker,0.06097,133,1898,0.05020,0.07174
1989,1st Quintile,West,Apprentice/ Trainee/ Intern,0.09313,254,1898,0.08005,0.10621
1989,1st Quintile,West,Not employed: Pensioner,0.29826,402,1898,0.27767,0.31885
1989,1st Quintile,West,Not employed: registered unemployed,0.04842,127,1898,0.03876,0.05808
1989,1st Quintile,West,Not employed: no further information,0.13476,465,1898,0.11939,0.15012
1989,2nd Quintile,West,Self-employed,0.02611,63,1951,0.01903,0.03319
1989,2nd Quintile,West,Blue-collar worker,0.17444,614,1951,0.15759,0.19128
1989,2nd Quintile,West,Civil servant,0.01796,38,1951,0.01207,0.02385
1989,2nd Quintile,West,White-collar worker,0.12606,278,1951,0.11132,0.14079
1989,2nd Quintile,West,Apprentice/ Trainee/ Intern,0.06251,198,1951,0.05176,0.07325
1989,2nd Quintile,West,Not employed: Pensioner,0.21165,303,1951,0.19352,0.22978
1989,2nd Quintile,West,Not employed: registered unemployed,0.02704,81,1951,0.01984,0.03424
1989,2nd Quintile,West,Not employed: no further information,0.12874,376,1951,0.11388,0.14361
1989,3rd Quintile,West,Self-employed,0.02440,57,1889,0.01744,0.03137
1989,3rd Quintile,West,Blue-collar worker,0.20169,601,1889,0.18359,0.21979
1989,3rd Quintile,West,Civil servant,0.03222,68,1889,0.02426,0.04019
1989,3rd Quintile,West,White-collar worker,0.18577,393,1889,0.16823,0.20332
1989,3rd Quintile,West,Apprentice/ Trainee/ Intern,0.06962,182,1889,0.05814,0.08110
1989,3rd Quintile,West,Not employed: Pensioner,0.18541,288,1889,0.16788,0.20294
1989,3rd Quintile,West,Not employed: registered unemployed,0.01854,49,1889,0.01245,0.02462
1989,3rd Quintile,West,Not employed: no further information,0.10657,251,1889,0.09266,0.12049
1989,4th Quintile,West,Self-employed,0.04601,96,1997,0.03682,0.05521
1989,4th Quintile,West,Blue-collar worker,0.19168,589,1997,0.17441,0.20895
1989,4th Quintile,West,Civil servant,0.05045,101,1997,0.04085,0.06005
1989,4th Quintile,West,White-collar worker,0.25153,521,1997,0.23249,0.27056
1989,4th Quintile,West,Apprentice/ Trainee/ Intern,0.07706,188,1997,0.06536,0.08876
1989,4th Quintile,West,Not employed: Pensioner,0.16120,249,1997,0.14507,0.17733
1989,4th Quintile,West,Not employed: registered unemployed,0.01481,39,1997,0.00951,0.02011
1989,4th Quintile,West,Not employed: no further information,0.09160,214,1997,0.07895,0.10426
1989,5th Quintile,West,Self-employed,0.09180,203,1816,0.07852,0.10508
1989,5th Quintile,West,Blue-collar worker,0.11861,312,1816,0.10374,0.13349
1989,5th Quintile,West,Civil servant,0.08500,163,1816,0.07217,0.09783
1989,5th Quintile,West,White-collar worker,0.34822,694,1816,0.32631,0.37014
1989,5th Quintile,West,Apprentice/ Trainee/ Intern,0.04661,104,1816,0.03692,0.05631
1989,5th Quintile,West,Not employed: Pensioner,0.12520,199,1816,0.10997,0.14042
1989,5th Quintile,West,Not employed: no further information,0.06946,141,1816,0.05776,0.08116
1990,1st Quintile,West,Self-employed,0.01764,41,1880,0.01169,0.02359
1990,1st Quintile,West,Blue-collar worker,0.14041,505,1880,0.12470,0.15612
1990,1st Quintile,West,White-collar worker,0.05508,120,1880,0.04476,0.06539
1990,1st Quintile,West,Apprentice/ Trainee/ Intern,0.07546,219,1880,0.06351,0.08740
1990,1st Quintile,West,Not employed: Pensioner,0.28624,408,1880,0.26580,0.30668
1990,1st Quintile,West,Not employed: registered unemployed,0.04765,138,1880,0.03802,0.05728
1990,1st Quintile,West,Not employed: no further information,0.14255,449,1880,0.12674,0.15836
1990,2nd Quintile,West,Self-employed,0.02137,50,1873,0.01482,0.02792
1990,2nd Quintile,West,Blue-collar worker,0.17072,579,1873,0.15368,0.18777
1990,2nd Quintile,West,Civil servant,0.02564,49,1873,0.01848,0.03280
1990,2nd Quintile,West,White-collar worker,0.12941,270,1873,0.11420,0.14461
1990,2nd Quintile,West,Apprentice/ Trainee/ Intern,0.07359,197,1873,0.06176,0.08542
1990,2nd Quintile,West,Not employed: Pensioner,0.20805,323,1873,0.18966,0.22644
1990,2nd Quintile,West,Not employed: registered unemployed,0.01866,57,1873,0.01253,0.02479
1990,2nd Quintile,West,Not employed: no further information,0.12598,348,1873,0.11095,0.14101
1990,3rd Quintile,West,Self-employed,0.02433,58,1875,0.01735,0.03131
1990,3rd Quintile,West,Blue-collar worker,0.19278,597,1875,0.17492,0.21064
1990,3rd Quintile,West,Civil servant,0.03275,62,1875,0.02469,0.04081
1990,3rd Quintile,West,White-collar worker,0.18255,379,1875,0.16506,0.20004
1990,3rd Quintile,West,Apprentice/ Trainee/ Intern,0.07110,190,1875,0.05947,0.08274
1990,3rd Quintile,West,Not employed: Pensioner,0.18578,292,1875,0.16818,0.20339
1990,3rd Quintile,West,Not employed: registered unemployed,0.01909,53,1875,0.01289,0.02528
1990,3rd Quintile,West,Not employed: no further information,0.10068,244,1875,0.08705,0.11430
1990,4th Quintile,West,Self-employed,0.04675,103,1925,0.03732,0.05619
1990,4th Quintile,West,Blue-collar worker,0.20762,589,1925,0.18950,0.22575
1990,4th Quintile,West,Civil servant,0.05532,108,1925,0.04511,0.06554
1990,4th Quintile,West,White-collar worker,0.26156,509,1925,0.24192,0.28120
1990,4th Quintile,West,Apprentice/ Trainee/ Intern,0.06740,157,1925,0.05619,0.07860
1990,4th Quintile,West,Not employed: Pensioner,0.15490,245,1925,0.13873,0.17107
1990,4th Quintile,West,Not employed: registered unemployed,0.01826,44,1925,0.01228,0.02425
1990,4th Quintile,West,Not employed: no further information,0.07240,170,1925,0.06082,0.08398
1990,5th Quintile,West,Self-employed,0.09684,202,1793,0.08315,0.11053
1990,5th Quintile,West,Blue-collar worker,0.10957,279,1793,0.09511,0.12404
1990,5th Quintile,West,Civil servant,0.07868,150,1793,0.06621,0.09114
1990,5th Quintile,West,White-collar worker,0.35882,715,1793,0.33661,0.38102
1990,5th Quintile,West,Apprentice/ Trainee/ Intern,0.04974,103,1793,0.03968,0.05981
1990,5th Quintile,West,Not employed: Pensioner,0.12507,211,1793,0.10976,0.14039
1990,5th Quintile,West,Not employed: no further information,0.06785,133,1793,0.05621,0.07950
1991,1st Quintile,West,Self-employed,0.01540,40,1827,0.00975,0.02104
1991,1st Quintile,West,Blue-collar worker,0.13787,486,1827,0.12205,0.15368
1991,1st Quintile,West,White-collar worker,0.05736,127,1827,0.04670,0.06803
1991,1st Quintile,West,Apprentice/ Trainee/ Intern,0.08185,232,1827,0.06927,0.09442
1991,1st Quintile,West,Not employed: Pensioner,0.30465,420,1827,0.28353,0.32576
1991,1st Quintile,West,Not employed: registered unemployed,0.04129,124,1827,0.03216,0.05041
1991,1st Quintile,West,Not employed: no further information,0.12711,398,1827,0.11183,0.14239
1991,2nd Quintile,West,Self-employed,0.02556,56,1879,0.01842,0.03269
1991,2nd Quintile,West,Blue-collar worker,0.17251,583,1879,0.15542,0.18960
1991,2nd Quintile,West,Civil servant,0.01897,44,1879,0.01280,0.02514
1991,2nd Quintile,West,White-collar worker,0.13224,296,1879,0.11692,0.14756
1991,2nd Quintile,West,Apprentice/ Trainee/ Intern,0.06796,191,1879,0.05658,0.07935
1991,2nd Quintile,West,Not employed: Pensioner,0.22272,328,1879,0.20391,0.24154
1991,2nd Quintile,West,Not employed: registered unemployed,0.02390,59,1879,0.01700,0.03081
1991,2nd Quintile,West,Not employed: no further information,0.11098,322,1879,0.09678,0.12519
1991,3rd Quintile,West,Self-employed,0.02843,64,1869,0.02090,0.03597
1991,3rd Quintile,West,Blue-collar worker,0.18723,589,1869,0.16954,0.20493
1991,3rd Quintile,West,Civil servant,0.03270,63,1869,0.02463,0.04076
1991,3rd Quintile,West,White-collar worker,0.18676,374,1869,0.16909,0.20444
1991,3rd Quintile,West,Apprentice/ Trainee/ Intern,0.06917,195,1869,0.05766,0.08067
1991,3rd Quintile,West,Not employed: Pensioner,0.17310,280,1869,0.15594,0.19025
1991,3rd Quintile,West,Not employed: registered unemployed,0.01470,41,1869,0.00925,0.02016
1991,3rd Quintile,West,Not employed: no further information,0.11221,263,1869,0.09790,0.12652
1991,4th Quintile,West,Self-employed,0.04949,113,1929,0.03981,0.05917
1991,4th Quintile,West,Blue-collar worker,0.19385,565,1929,0.17620,0.21150
1991,4th Quintile,West,Civil servant,0.05524,101,1929,0.04504,0.06544
1991,4th Quintile,West,White-collar worker,0.26147,530,1929,0.24186,0.28109
1991,4th Quintile,West,Apprentice/ Trainee/ Intern,0.06168,158,1929,0.05094,0.07241
1991,4th Quintile,West,Not employed: Pensioner,0.16550,263,1929,0.14891,0.18209
1991,4th Quintile,West,Not employed: registered unemployed,0.00985,31,1929,0.00544,0.01426
1991,4th Quintile,West,Not employed: no further information,0.07178,168,1929,0.06026,0.08330
1991,5th Quintile,West,Self-employed,0.09108,186,1815,0.07784,0.10433
1991,5th Quintile,West,Blue-collar worker,0.11914,303,1815,0.10423,0.13405
1991,5th Quintile,West,Civil servant,0.08415,164,1815,0.07137,0.09692
1991,5th Quintile,West,White-collar worker,0.36744,733,1815,0.34525,0.38962
1991,5th Quintile,West,Apprentice/ Trainee/ Intern,0.04421,101,1815,0.03475,0.05367
1991,5th Quintile,West,Not employed: Pensioner,0.12011,198,1815,0.10515,0.13507
1991,5th Quintile,West,Not employed: no further information,0.06065,130,1815,0.04967,0.07164
1992,1st Quintile,West,Blue-collar worker,0.09790,243,1141,0.08065,0.11515
1992,1st Quintile,West,White-collar worker,0.06166,82,1141,0.04769,0.07562
1992,1st Quintile,West,Apprentice/ Trainee/ Intern,0.08017,147,1141,0.06440,0.09593
1992,1st Quintile,West,Not employed: Pensioner,0.31294,300,1141,0.28602,0.33986
1992,1st Quintile,West,Not employed: registered unemployed,0.06042,105,1141,0.04659,0.07425
1992,1st Quintile,West,Not employed: no further information,0.13558,264,1141,0.11570,0.15545
1992,1st Quintile,East,Blue-collar worker,0.15413,372,1562,0.13622,0.17204
1992,1st Quintile,East,White-collar worker,0.09810,230,1562,0.08335,0.11286
1992,1st Quintile,East,Apprentice/ Trainee/ Intern,0.04547,114,1562,0.03514,0.05581
1992,1st Quintile,East,Not employed: Pensioner,0.35870,532,1562,0.33490,0.38249
1992,1st Quintile,East,Not employed: registered unemployed,0.12053,263,1562,0.10438,0.13668
1992,1st Quintile,East,Not employed: no further information,0.02187,51,1562,0.01462,0.02913
1992,2nd Quintile,West,Self-employed,0.01764,37,1620,0.01122,0.02405
1992,2nd Quintile,West,Blue-collar worker,0.16094,486,1620,0.14304,0.17884
1992,2nd Quintile,West,White-collar worker,0.09714,198,1620,0.08271,0.11157
1992,2nd Quintile,West,Apprentice/ Trainee/ Intern,0.06874,183,1620,0.05641,0.08106
1992,2nd Quintile,West,Not employed: Pensioner,0.24378,310,1620,0.22287,0.26470
1992,2nd Quintile,West,Not employed: registered unemployed,0.02571,73,1620,0.01800,0.03342
1992,2nd Quintile,West,Not employed: no further information,0.12373,333,1620,0.10769,0.13977
1992,2nd Quintile,East,Self-employed,0.01954,34,1178,0.01163,0.02745
1992,2nd Quintile,East,Blue-collar worker,0.22905,367,1178,0.20504,0.25306
