year,quintil_oecd,regtyp,ple0008,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
1994,3rd Quintile,Rural regions,Satisfactory,0.36619,339,12780,0.36573,0.36664
1994,3rd Quintile,Rural regions,Poor,0.12140,108,12780,0.12109,0.12171
1994,4th Quintile,Urban regions,Very good,0.09174,188,12780,0.09156,0.09192
1994,4th Quintile,Urban regions,Good,0.40260,710,12780,0.40230,0.40291
1994,4th Quintile,Urban regions,Satisfactory,0.33364,577,12780,0.33335,0.33394
1994,4th Quintile,Urban regions,Poor,0.14442,237,12780,0.14420,0.14464
1994,4th Quintile,Urban regions,Bad,0.02759,41,12780,0.02749,0.02770
1994,4th Quintile,Rural regions,Very good,0.08745,77,12780,0.08717,0.08774
1994,4th Quintile,Rural regions,Good,0.44123,354,12780,0.44073,0.44173
1994,4th Quintile,Rural regions,Satisfactory,0.34387,247,12780,0.34339,0.34434
1994,4th Quintile,Rural regions,Poor,0.12745,87,12780,0.12711,0.12778
1994,5th Quintile,Urban regions,Very good,0.08870,193,12780,0.08854,0.08887
1994,5th Quintile,Urban regions,Good,0.40906,778,12780,0.40878,0.40935
1994,5th Quintile,Urban regions,Satisfactory,0.34433,598,12780,0.34405,0.34460
1994,5th Quintile,Urban regions,Poor,0.13653,239,12780,0.13633,0.13672
1994,5th Quintile,Urban regions,Bad,0.02138,41,12780,0.02130,0.02147
1994,5th Quintile,Rural regions,Very good,0.12185,65,12780,0.12147,0.12222
1994,5th Quintile,Rural regions,Good,0.46552,260,12780,0.46494,0.46609
1994,5th Quintile,Rural regions,Satisfactory,0.29700,161,12780,0.29648,0.29753
1994,5th Quintile,Rural regions,Poor,0.11564,53,12780,0.11527,0.11600
1995,1st Quintile,Urban regions,Very good,0.10909,197,13180,0.10887,0.10932
1995,1st Quintile,Urban regions,Good,0.32067,566,13180,0.32034,0.32100
1995,1st Quintile,Urban regions,Satisfactory,0.32803,467,13180,0.32770,0.32837
1995,1st Quintile,Urban regions,Poor,0.16846,258,13180,0.16819,0.16872
1995,1st Quintile,Urban regions,Bad,0.07374,98,13180,0.07356,0.07393
1995,1st Quintile,Rural regions,Very good,0.07688,97,13180,0.07663,0.07713
1995,1st Quintile,Rural regions,Good,0.35043,372,13180,0.34999,0.35088
1995,1st Quintile,Rural regions,Satisfactory,0.31764,288,13180,0.31721,0.31808
1995,1st Quintile,Rural regions,Poor,0.20243,155,13180,0.20205,0.20280
1995,1st Quintile,Rural regions,Bad,0.05262,39,13180,0.05241,0.05283
1995,2nd Quintile,Urban regions,Very good,0.08109,192,13180,0.08090,0.08128
1995,2nd Quintile,Urban regions,Good,0.35589,723,13180,0.35556,0.35622
1995,2nd Quintile,Urban regions,Satisfactory,0.31897,532,13180,0.31865,0.31930
1995,2nd Quintile,Urban regions,Poor,0.17678,273,13180,0.17652,0.17704
1995,2nd Quintile,Urban regions,Bad,0.06727,87,13180,0.06710,0.06744
1995,2nd Quintile,Rural regions,Very good,0.06626,79,13180,0.06603,0.06648
1995,2nd Quintile,Rural regions,Good,0.34468,411,13180,0.34424,0.34511
1995,2nd Quintile,Rural regions,Satisfactory,0.36959,370,13180,0.36915,0.37003
1995,2nd Quintile,Rural regions,Poor,0.16082,149,13180,0.16048,0.16115
1995,2nd Quintile,Rural regions,Bad,0.05866,44,13180,0.05845,0.05888
1995,3rd Quintile,Urban regions,Very good,0.08768,179,13180,0.08749,0.08787
1995,3rd Quintile,Urban regions,Good,0.36877,677,13180,0.36845,0.36909
1995,3rd Quintile,Urban regions,Satisfactory,0.35543,547,13180,0.35512,0.35575
1995,3rd Quintile,Urban regions,Poor,0.15339,226,13180,0.15315,0.15363
1995,3rd Quintile,Urban regions,Bad,0.03472,51,13180,0.03460,0.03484
1995,3rd Quintile,Rural regions,Very good,0.08998,86,13180,0.08971,0.09025
1995,3rd Quintile,Rural regions,Good,0.39216,422,13180,0.39169,0.39262
1995,3rd Quintile,Rural regions,Satisfactory,0.38923,376,13180,0.38877,0.38969
1995,3rd Quintile,Rural regions,Poor,0.12863,118,13180,0.12831,0.12895
1995,4th Quintile,Urban regions,Very good,0.06776,158,13180,0.06760,0.06792
1995,4th Quintile,Urban regions,Good,0.40671,756,13180,0.40640,0.40702
1995,4th Quintile,Urban regions,Satisfactory,0.34528,576,13180,0.34498,0.34558
1995,4th Quintile,Urban regions,Poor,0.14671,234,13180,0.14648,0.14693
1995,4th Quintile,Urban regions,Bad,0.03354,47,13180,0.03343,0.03365
1995,4th Quintile,Rural regions,Very good,0.09898,95,13180,0.09869,0.09928
1995,4th Quintile,Rural regions,Good,0.44242,408,13180,0.44194,0.44290
1995,4th Quintile,Rural regions,Satisfactory,0.32230,277,13180,0.32185,0.32275
1995,4th Quintile,Rural regions,Poor,0.13629,97,13180,0.13596,0.13663
1995,5th Quintile,Urban regions,Very good,0.07511,160,13180,0.07495,0.07526
1995,5th Quintile,Urban regions,Good,0.44436,847,13180,0.44407,0.44466
1995,5th Quintile,Urban regions,Satisfactory,0.33596,571,13180,0.33568,0.33624
1995,5th Quintile,Urban regions,Poor,0.11902,214,13180,0.11883,0.11921
1995,5th Quintile,Urban regions,Bad,0.02555,46,13180,0.02546,0.02564
1995,5th Quintile,Rural regions,Very good,0.08335,60,13180,0.08305,0.08365
1995,5th Quintile,Rural regions,Good,0.45490,276,13180,0.45436,0.45545
1995,5th Quintile,Rural regions,Satisfactory,0.34651,216,13180,0.34599,0.34702
1995,5th Quintile,Rural regions,Poor,0.11524,63,13180,0.11489,0.11558
1996,1st Quintile,Urban regions,Very good,0.09336,179,12981,0.09316,0.09356
1996,1st Quintile,Urban regions,Good,0.34250,609,12981,0.34217,0.34283
1996,1st Quintile,Urban regions,Satisfactory,0.31305,494,12981,0.31273,0.31337
1996,1st Quintile,Urban regions,Poor,0.16757,252,12981,0.16732,0.16783
1996,1st Quintile,Urban regions,Bad,0.08351,101,12981,0.08332,0.08370
1996,1st Quintile,Rural regions,Very good,0.05430,67,12981,0.05409,0.05452
1996,1st Quintile,Rural regions,Good,0.31577,328,12981,0.31533,0.31621
1996,1st Quintile,Rural regions,Satisfactory,0.37372,315,12981,0.37326,0.37418
1996,1st Quintile,Rural regions,Poor,0.18934,148,12981,0.18897,0.18971
1996,1st Quintile,Rural regions,Bad,0.06687,44,12981,0.06663,0.06711
1996,2nd Quintile,Urban regions,Very good,0.07544,182,12981,0.07525,0.07562
1996,2nd Quintile,Urban regions,Good,0.32302,641,12981,0.32270,0.32334
1996,2nd Quintile,Urban regions,Satisfactory,0.38241,597,12981,0.38208,0.38275
1996,2nd Quintile,Urban regions,Poor,0.17077,247,12981,0.17051,0.17103
1996,2nd Quintile,Urban regions,Bad,0.04836,63,12981,0.04821,0.04851
1996,2nd Quintile,Rural regions,Very good,0.06605,88,12981,0.06582,0.06629
1996,2nd Quintile,Rural regions,Good,0.39237,397,12981,0.39191,0.39283
1996,2nd Quintile,Rural regions,Satisfactory,0.35400,357,12981,0.35355,0.35446
1996,2nd Quintile,Rural regions,Poor,0.14514,124,12981,0.14480,0.14547
1996,2nd Quintile,Rural regions,Bad,0.04244,35,12981,0.04225,0.04263
1996,3rd Quintile,Urban regions,Very good,0.08257,158,12981,0.08239,0.08276
1996,3rd Quintile,Urban regions,Good,0.35788,605,12981,0.35756,0.35820
1996,3rd Quintile,Urban regions,Satisfactory,0.36608,520,12981,0.36575,0.36640
1996,3rd Quintile,Urban regions,Poor,0.15087,207,12981,0.15062,0.15111
1996,3rd Quintile,Urban regions,Bad,0.04260,54,12981,0.04246,0.04274
1996,3rd Quintile,Rural regions,Very good,0.08332,89,12981,0.08307,0.08356
1996,3rd Quintile,Rural regions,Good,0.37714,455,12981,0.37671,0.37757
1996,3rd Quintile,Rural regions,Satisfactory,0.38025,409,12981,0.37982,0.38068
1996,3rd Quintile,Rural regions,Poor,0.12702,117,12981,0.12673,0.12732
1996,3rd Quintile,Rural regions,Bad,0.03227,33,12981,0.03211,0.03242
1996,4th Quintile,Urban regions,Very good,0.09082,190,12981,0.09064,0.09100
1996,4th Quintile,Urban regions,Good,0.39445,759,12981,0.39415,0.39476
1996,4th Quintile,Urban regions,Satisfactory,0.35221,607,12981,0.35191,0.35251
1996,4th Quintile,Urban regions,Poor,0.13310,226,12981,0.13289,0.13332
1996,4th Quintile,Urban regions,Bad,0.02941,47,12981,0.02931,0.02952
1996,4th Quintile,Rural regions,Very good,0.08735,74,12981,0.08706,0.08763
1996,4th Quintile,Rural regions,Good,0.42310,376,12981,0.42260,0.42360
1996,4th Quintile,Rural regions,Satisfactory,0.39251,316,12981,0.39202,0.39301
1996,4th Quintile,Rural regions,Poor,0.09704,86,12981,0.09675,0.09734
1996,5th Quintile,Urban regions,Very good,0.09393,190,12981,0.09375,0.09410
1996,5th Quintile,Urban regions,Good,0.42103,774,12981,0.42074,0.42132
1996,5th Quintile,Urban regions,Satisfactory,0.33189,545,12981,0.33162,0.33217
1996,5th Quintile,Urban regions,Poor,0.13000,211,12981,0.12980,0.13020
1996,5th Quintile,Urban regions,Bad,0.02315,42,12981,0.02306,0.02324
1996,5th Quintile,Rural regions,Very good,0.09889,71,12981,0.09857,0.09921
1996,5th Quintile,Rural regions,Good,0.46346,290,12981,0.46291,0.46400
1996,5th Quintile,Rural regions,Satisfactory,0.31376,191,12981,0.31325,0.31426
1996,5th Quintile,Rural regions,Poor,0.12390,71,12981,0.12354,0.12425
1997,1st Quintile,Urban regions,Very good,0.08537,160,12746,0.08517,0.08556
1997,1st Quintile,Urban regions,Good,0.33721,592,12746,0.33688,0.33754
1997,1st Quintile,Urban regions,Satisfactory,0.31744,437,12746,0.31712,0.31776
1997,1st Quintile,Urban regions,Poor,0.19611,248,12746,0.19584,0.19639
1997,1st Quintile,Urban regions,Bad,0.06387,84,12746,0.06370,0.06404
1997,1st Quintile,Rural regions,Very good,0.06638,66,12746,0.06615,0.06662
1997,1st Quintile,Rural regions,Good,0.33954,327,12746,0.33909,0.33998
1997,1st Quintile,Rural regions,Satisfactory,0.37430,303,12746,0.37385,0.37475
1997,1st Quintile,Rural regions,Poor,0.14761,111,12746,0.14728,0.14795
1997,1st Quintile,Rural regions,Bad,0.07217,50,12746,0.07193,0.07241
1997,2nd Quintile,Urban regions,Very good,0.07830,160,12746,0.07811,0.07848
1997,2nd Quintile,Urban regions,Good,0.34363,732,12746,0.34330,0.34395
1997,2nd Quintile,Urban regions,Satisfactory,0.36486,542,12746,0.36453,0.36518
1997,2nd Quintile,Urban regions,Poor,0.14467,223,12746,0.14443,0.14491
1997,2nd Quintile,Urban regions,Bad,0.06855,71,12746,0.06838,0.06872
1997,2nd Quintile,Rural regions,Very good,0.05407,78,12746,0.05385,0.05428
1997,2nd Quintile,Rural regions,Good,0.35718,410,12746,0.35673,0.35764
1997,2nd Quintile,Rural regions,Satisfactory,0.38859,377,12746,0.38813,0.38905
1997,2nd Quintile,Rural regions,Poor,0.15564,136,12746,0.15530,0.15598
1997,2nd Quintile,Rural regions,Bad,0.04453,41,12746,0.04433,0.04472
1997,3rd Quintile,Urban regions,Very good,0.08362,127,12746,0.08344,0.08381
1997,3rd Quintile,Urban regions,Good,0.36059,648,12746,0.36027,0.36091
1997,3rd Quintile,Urban regions,Satisfactory,0.37327,547,12746,0.37295,0.37359
1997,3rd Quintile,Urban regions,Poor,0.14446,215,12746,0.14423,0.14470
1997,3rd Quintile,Urban regions,Bad,0.03805,53,12746,0.03793,0.03818
1997,3rd Quintile,Rural regions,Very good,0.09242,85,12746,0.09214,0.09269
1997,3rd Quintile,Rural regions,Good,0.38246,418,12746,0.38200,0.38292
1997,3rd Quintile,Rural regions,Satisfactory,0.37488,337,12746,0.37443,0.37534
1997,3rd Quintile,Rural regions,Poor,0.15024,103,12746,0.14990,0.15058
1997,4th Quintile,Urban regions,Very good,0.08344,169,12746,0.08327,0.08361
1997,4th Quintile,Urban regions,Good,0.42608,775,12746,0.42577,0.42639
1997,4th Quintile,Urban regions,Satisfactory,0.32161,529,12746,0.32131,0.32190
1997,4th Quintile,Urban regions,Poor,0.13515,219,12746,0.13494,0.13537
1997,4th Quintile,Urban regions,Bad,0.03372,52,12746,0.03361,0.03383
1997,4th Quintile,Rural regions,Very good,0.10043,80,12746,0.10014,0.10072
1997,4th Quintile,Rural regions,Good,0.40579,395,12746,0.40532,0.40627
1997,4th Quintile,Rural regions,Satisfactory,0.36763,312,12746,0.36716,0.36809
1997,4th Quintile,Rural regions,Poor,0.12615,106,12746,0.12583,0.12647
1997,5th Quintile,Urban regions,Very good,0.09121,179,12746,0.09104,0.09138
1997,5th Quintile,Urban regions,Good,0.44384,833,12746,0.44355,0.44413
1997,5th Quintile,Urban regions,Satisfactory,0.33204,549,12746,0.33176,0.33231
1997,5th Quintile,Urban regions,Poor,0.10978,173,12746,0.10960,0.10997
1997,5th Quintile,Urban regions,Bad,0.02313,40,12746,0.02304,0.02322
1997,5th Quintile,Rural regions,Very good,0.10542,68,12746,0.10508,0.10575
1997,5th Quintile,Rural regions,Good,0.42852,298,12746,0.42798,0.42905
1997,5th Quintile,Rural regions,Satisfactory,0.37083,227,12746,0.37031,0.37136
1997,5th Quintile,Rural regions,Poor,0.09524,61,12746,0.09492,0.09555
1998,1st Quintile,Urban regions,Very good,0.10604,181,12269,0.10581,0.10627
1998,1st Quintile,Urban regions,Good,0.35722,595,12269,0.35686,0.35757
1998,1st Quintile,Urban regions,Satisfactory,0.30657,444,12269,0.30623,0.30692
1998,1st Quintile,Urban regions,Poor,0.14462,222,12269,0.14436,0.14488
1998,1st Quintile,Urban regions,Bad,0.08555,88,12269,0.08534,0.08576
1998,1st Quintile,Rural regions,Very good,0.08081,72,12269,0.08053,0.08109
1998,1st Quintile,Rural regions,Good,0.36369,330,12269,0.36320,0.36419
1998,1st Quintile,Rural regions,Satisfactory,0.35258,257,12269,0.35209,0.35307
1998,1st Quintile,Rural regions,Poor,0.14435,105,12269,0.14399,0.14471
1998,1st Quintile,Rural regions,Bad,0.05857,40,12269,0.05833,0.05882
1998,2nd Quintile,Urban regions,Very good,0.08376,161,12269,0.08355,0.08396
1998,2nd Quintile,Urban regions,Good,0.36971,674,12269,0.36935,0.37007
1998,2nd Quintile,Urban regions,Satisfactory,0.31733,468,12269,0.31699,0.31768
1998,2nd Quintile,Urban regions,Poor,0.17468,234,12269,0.17440,0.17496
1998,2nd Quintile,Urban regions,Bad,0.05452,60,12269,0.05436,0.05469
1998,2nd Quintile,Rural regions,Very good,0.07488,80,12269,0.07461,0.07514
1998,2nd Quintile,Rural regions,Good,0.36208,362,12269,0.36160,0.36257
1998,2nd Quintile,Rural regions,Satisfactory,0.35896,349,12269,0.35848,0.35944
1998,2nd Quintile,Rural regions,Poor,0.14546,129,12269,0.14510,0.14581
1998,2nd Quintile,Rural regions,Bad,0.05862,47,12269,0.05838,0.05885
1998,3rd Quintile,Urban regions,Very good,0.07700,127,12269,0.07681,0.07720
1998,3rd Quintile,Urban regions,Good,0.36352,656,12269,0.36317,0.36387
1998,3rd Quintile,Urban regions,Satisfactory,0.36264,502,12269,0.36229,0.36298
1998,3rd Quintile,Urban regions,Poor,0.14668,193,12269,0.14643,0.14694
1998,3rd Quintile,Urban regions,Bad,0.05015,62,12269,0.05000,0.05031
1998,3rd Quintile,Rural regions,Very good,0.06577,74,12269,0.06552,0.06602
1998,3rd Quintile,Rural regions,Good,0.38328,430,12269,0.38279,0.38376
1998,3rd Quintile,Rural regions,Satisfactory,0.38978,362,12269,0.38930,0.39027
1998,3rd Quintile,Rural regions,Poor,0.12184,101,12269,0.12151,0.12217
1998,3rd Quintile,Rural regions,Bad,0.03933,34,12269,0.03913,0.03952
1998,4th Quintile,Urban regions,Very good,0.10368,177,12269,0.10347,0.10389
1998,4th Quintile,Urban regions,Good,0.42515,737,12269,0.42481,0.42549
1998,4th Quintile,Urban regions,Satisfactory,0.33094,532,12269,0.33062,0.33127
1998,4th Quintile,Urban regions,Poor,0.11387,173,12269,0.11365,0.11409
1998,4th Quintile,Urban regions,Bad,0.02636,42,12269,0.02625,0.02648
1998,4th Quintile,Rural regions,Very good,0.08217,79,12269,0.08188,0.08246
1998,4th Quintile,Rural regions,Good,0.41672,409,12269,0.41620,0.41724
1998,4th Quintile,Rural regions,Satisfactory,0.33125,290,12269,0.33075,0.33175
1998,4th Quintile,Rural regions,Poor,0.16986,122,12269,0.16946,0.17025
1998,5th Quintile,Urban regions,Very good,0.09165,170,12269,0.09146,0.09184
1998,5th Quintile,Urban regions,Good,0.43184,758,12269,0.43152,0.43217
1998,5th Quintile,Urban regions,Satisfactory,0.33230,514,12269,0.33199,0.33261
1998,5th Quintile,Urban regions,Poor,0.12342,171,12269,0.12320,0.12364
1998,5th Quintile,Urban regions,Bad,0.02079,31,12269,0.02069,0.02088
1998,5th Quintile,Rural regions,Very good,0.09255,56,12269,0.09220,0.09289
1998,5th Quintile,Rural regions,Good,0.45709,316,12269,0.45650,0.45768
1998,5th Quintile,Rural regions,Satisfactory,0.31575,184,12269,0.31520,0.31629
1998,5th Quintile,Rural regions,Poor,0.13462,69,12269,0.13422,0.13502
1999,1st Quintile,Urban regions,Very good,0.11812,194,13573,0.11790,0.11834
1999,1st Quintile,Urban regions,Good,0.34015,595,13573,0.33982,0.34048
1999,1st Quintile,Urban regions,Satisfactory,0.29942,485,13573,0.29911,0.29974
1999,1st Quintile,Urban regions,Poor,0.17523,261,13573,0.17497,0.17550
1999,1st Quintile,Urban regions,Bad,0.06707,86,13573,0.06690,0.06724
1999,1st Quintile,Rural regions,Very good,0.06191,67,13573,0.06168,0.06214
1999,1st Quintile,Rural regions,Good,0.38240,395,13573,0.38194,0.38287
1999,1st Quintile,Rural regions,Satisfactory,0.35640,319,13573,0.35594,0.35685
1999,1st Quintile,Rural regions,Poor,0.12861,126,13573,0.12830,0.12893
1999,1st Quintile,Rural regions,Bad,0.07067,49,13573,0.07043,0.07092
1999,2nd Quintile,Urban regions,Very good,0.07819,167,13573,0.07800,0.07837
1999,2nd Quintile,Urban regions,Good,0.36856,720,13573,0.36823,0.36889
1999,2nd Quintile,Urban regions,Satisfactory,0.35732,581,13573,0.35699,0.35765
1999,2nd Quintile,Urban regions,Poor,0.13908,214,13573,0.13885,0.13932
1999,2nd Quintile,Urban regions,Bad,0.05685,70,13573,0.05669,0.05701
1999,2nd Quintile,Rural regions,Very good,0.05527,77,13573,0.05507,0.05548
1999,2nd Quintile,Rural regions,Good,0.39254,466,13573,0.39210,0.39298
1999,2nd Quintile,Rural regions,Satisfactory,0.33688,383,13573,0.33646,0.33731
1999,2nd Quintile,Rural regions,Poor,0.15898,143,13573,0.15865,0.15931
1999,2nd Quintile,Rural regions,Bad,0.05632,49,13573,0.05611,0.05653
1999,3rd Quintile,Urban regions,Very good,0.08623,151,13573,0.08605,0.08642
1999,3rd Quintile,Urban regions,Good,0.37992,721,13573,0.37960,0.38024
1999,3rd Quintile,Urban regions,Satisfactory,0.33723,563,13573,0.33692,0.33755
1999,3rd Quintile,Urban regions,Poor,0.15270,218,13573,0.15246,0.15294
1999,3rd Quintile,Urban regions,Bad,0.04392,67,13573,0.04378,0.04405
1999,3rd Quintile,Rural regions,Very good,0.06328,70,13573,0.06305,0.06350
1999,3rd Quintile,Rural regions,Good,0.40264,453,13573,0.40219,0.40310
1999,3rd Quintile,Rural regions,Satisfactory,0.40331,416,13573,0.40285,0.40377
1999,3rd Quintile,Rural regions,Poor,0.13077,129,13573,0.13046,0.13108
1999,4th Quintile,Urban regions,Very good,0.10368,199,13573,0.10349,0.10386
1999,4th Quintile,Urban regions,Good,0.38509,794,13573,0.38479,0.38538
1999,4th Quintile,Urban regions,Satisfactory,0.33685,597,13573,0.33656,0.33714
1999,4th Quintile,Urban regions,Poor,0.14657,229,13573,0.14635,0.14678
1999,4th Quintile,Urban regions,Bad,0.02782,52,13573,0.02772,0.02792
1999,4th Quintile,Rural regions,Very good,0.10351,96,13573,0.10320,0.10382
1999,4th Quintile,Rural regions,Good,0.40920,359,13573,0.40869,0.40970
1999,4th Quintile,Rural regions,Satisfactory,0.33811,306,13573,0.33763,0.33860
1999,4th Quintile,Rural regions,Poor,0.14918,114,13573,0.14881,0.14954
1999,5th Quintile,Urban regions,Very good,0.09746,202,13573,0.09729,0.09764
1999,5th Quintile,Urban regions,Good,0.44171,860,13573,0.44142,0.44200
1999,5th Quintile,Urban regions,Satisfactory,0.31019,565,13573,0.30991,0.31046
1999,5th Quintile,Urban regions,Poor,0.12279,215,13573,0.12259,0.12298
1999,5th Quintile,Urban regions,Bad,0.02785,48,13573,0.02776,0.02795
1999,5th Quintile,Rural regions,Very good,0.10691,74,13573,0.10657,0.10724
1999,5th Quintile,Rural regions,Good,0.43296,324,13573,0.43242,0.43349
1999,5th Quintile,Rural regions,Satisfactory,0.38530,245,13573,0.38478,0.38583
1999,5th Quintile,Rural regions,Poor,0.07483,59,13573,0.07455,0.07512
2000,1st Quintile,Urban regions,Very good,0.10037,171,13231,0.10009,0.10066
2000,1st Quintile,Urban regions,Good,0.32167,581,13231,0.32123,0.32211
2000,1st Quintile,Urban regions,Satisfactory,0.33855,510,13231,0.33811,0.33900
2000,1st Quintile,Urban regions,Poor,0.17142,249,13231,0.17106,0.17177
2000,1st Quintile,Urban regions,Bad,0.06799,84,13231,0.06775,0.06822
2000,1st Quintile,Rural regions,Very good,0.05000,64,13231,0.04973,0.05027
2000,1st Quintile,Rural regions,Good,0.36201,391,13231,0.36142,0.36260
2000,1st Quintile,Rural regions,Satisfactory,0.36376,335,13231,0.36317,0.36435
