year,quintil_oecd,ple0008,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1996,3rd Quintile,Bad,0.03170,88,2678,0.02506,0.03833
1996,4th Quintile,Very good,0.07870,265,2708,0.06855,0.08884
1996,4th Quintile,Good,0.34295,1136,2708,0.32507,0.36083
1996,4th Quintile,Satisfactory,0.31110,927,2708,0.29366,0.32854
1996,4th Quintile,Poor,0.09902,309,2708,0.08777,0.11028
1996,4th Quintile,Bad,0.02499,71,2708,0.01911,0.03087
1996,5th Quintile,Very good,0.08639,272,2437,0.07524,0.09755
1996,5th Quintile,Good,0.38150,1071,2437,0.36221,0.40080
1996,5th Quintile,Satisfactory,0.29209,751,2437,0.27403,0.31015
1996,5th Quintile,Poor,0.11893,288,2437,0.10607,0.13178
1996,5th Quintile,Bad,0.02240,55,2437,0.01653,0.02828
1997,1st Quintile,Very good,0.05737,228,2384,0.04803,0.06670
1997,1st Quintile,Good,0.26337,950,2384,0.24569,0.28106
1997,1st Quintile,Satisfactory,0.25209,720,2384,0.23465,0.26952
1997,1st Quintile,Poor,0.13314,353,2384,0.11950,0.14678
1997,1st Quintile,Bad,0.04961,133,2384,0.04089,0.05833
1997,2nd Quintile,Very good,0.05674,229,2739,0.04807,0.06540
1997,2nd Quintile,Good,0.26874,1113,2739,0.25214,0.28535
1997,2nd Quintile,Satisfactory,0.29763,930,2739,0.28050,0.31476
1997,2nd Quintile,Poor,0.11402,351,2739,0.10212,0.12593
1997,2nd Quintile,Bad,0.04831,116,2739,0.04028,0.05634
1997,3rd Quintile,Very good,0.07020,232,2620,0.06042,0.07999
1997,3rd Quintile,Good,0.30216,1094,2620,0.28457,0.31975
1997,3rd Quintile,Satisfactory,0.28625,882,2620,0.26894,0.30356
1997,3rd Quintile,Poor,0.12279,335,2620,0.11022,0.13536
1997,3rd Quintile,Bad,0.03078,77,2620,0.02417,0.03740
1997,4th Quintile,Very good,0.07471,242,2654,0.06470,0.08471
1997,4th Quintile,Good,0.35037,1174,2654,0.33222,0.36853
1997,4th Quintile,Satisfactory,0.29623,845,2654,0.27885,0.31360
1997,4th Quintile,Poor,0.11229,318,2654,0.10028,0.12431
1997,4th Quintile,Bad,0.02634,75,2654,0.02024,0.03243
1997,5th Quintile,Very good,0.08470,241,2412,0.07358,0.09581
1997,5th Quintile,Good,0.39214,1098,2412,0.37265,0.41162
1997,5th Quintile,Satisfactory,0.30664,783,2412,0.28823,0.32504
1997,5th Quintile,Poor,0.09582,238,2412,0.08408,0.10757
1997,5th Quintile,Bad,0.02080,52,2412,0.01510,0.02650
1998,1st Quintile,Very good,0.07476,251,2332,0.06408,0.08544
1998,1st Quintile,Good,0.26946,928,2332,0.25144,0.28747
1998,1st Quintile,Satisfactory,0.23914,692,2332,0.22182,0.25645
1998,1st Quintile,Poor,0.10724,332,2332,0.09468,0.11980
1998,1st Quintile,Bad,0.05701,129,2332,0.04760,0.06643
1998,2nd Quintile,Very good,0.06216,228,2503,0.05270,0.07162
1998,2nd Quintile,Good,0.28601,1026,2503,0.26831,0.30372
1998,2nd Quintile,Satisfactory,0.26059,807,2503,0.24339,0.27779
1998,2nd Quintile,Poor,0.12481,340,2503,0.11186,0.13776
1998,2nd Quintile,Bad,0.04280,102,2503,0.03487,0.05073
1998,3rd Quintile,Very good,0.05551,206,2577,0.04667,0.06435
1998,3rd Quintile,Good,0.30527,1092,2577,0.28749,0.32305
1998,3rd Quintile,Satisfactory,0.30876,870,2577,0.29092,0.32660
1998,3rd Quintile,Poor,0.12004,315,2577,0.10749,0.13259
1998,3rd Quintile,Bad,0.03945,94,2577,0.03193,0.04696
1998,4th Quintile,Very good,0.08528,264,2599,0.07454,0.09602
1998,4th Quintile,Good,0.36960,1155,2599,0.35104,0.38816
1998,4th Quintile,Satisfactory,0.27586,815,2599,0.25867,0.29304
1998,4th Quintile,Poor,0.11207,292,2599,0.09994,0.12420
1998,4th Quintile,Bad,0.02607,73,2599,0.01995,0.03220
1998,5th Quintile,Very good,0.08313,228,2289,0.07182,0.09444
1998,5th Quintile,Good,0.38022,1066,2289,0.36033,0.40012
1998,5th Quintile,Satisfactory,0.29791,718,2289,0.27917,0.31665
1998,5th Quintile,Poor,0.11002,240,2289,0.09720,0.12285
1998,5th Quintile,Bad,0.01628,37,2289,0.01110,0.02147
1999,1st Quintile,Very good,0.07600,268,2590,0.06580,0.08621
1999,1st Quintile,Good,0.26828,1010,2590,0.25121,0.28534
1999,1st Quintile,Satisfactory,0.23576,800,2590,0.21941,0.25211
1999,1st Quintile,Poor,0.12013,384,2590,0.10761,0.13266
1999,1st Quintile,Bad,0.04836,128,2590,0.04009,0.05662
1999,2nd Quintile,Very good,0.05745,236,2865,0.04893,0.06597
1999,2nd Quintile,Good,0.29988,1183,2865,0.28310,0.31667
1999,2nd Quintile,Satisfactory,0.27793,967,2865,0.26152,0.29433
1999,2nd Quintile,Poor,0.11691,356,2865,0.10515,0.12868
1999,2nd Quintile,Bad,0.04754,123,2865,0.03975,0.05533
1999,3rd Quintile,Very good,0.06265,228,2820,0.05370,0.07159
1999,3rd Quintile,Good,0.30899,1159,2820,0.29193,0.32605
1999,3rd Quintile,Satisfactory,0.29834,982,2820,0.28145,0.31523
1999,3rd Quintile,Poor,0.11720,350,2820,0.10533,0.12908
1999,3rd Quintile,Bad,0.03365,101,2820,0.02699,0.04030
1999,4th Quintile,Very good,0.08332,287,2759,0.07301,0.09364
1999,4th Quintile,Good,0.33411,1143,2759,0.31650,0.35171
1999,4th Quintile,Satisfactory,0.28833,903,2759,0.27142,0.30523
1999,4th Quintile,Poor,0.12680,347,2759,0.11438,0.13922
1999,4th Quintile,Bad,0.02596,79,2759,0.02003,0.03190
1999,5th Quintile,Very good,0.09099,278,2610,0.07995,0.10202
1999,5th Quintile,Good,0.39514,1192,2610,0.37638,0.41390
1999,5th Quintile,Satisfactory,0.28817,808,2610,0.27079,0.30555
1999,5th Quintile,Poor,0.09801,271,2610,0.08660,0.10942
1999,5th Quintile,Bad,0.02566,61,2610,0.01959,0.03173
2000,1st Quintile,Very good,0.06413,236,2577,0.05467,0.07359
2000,1st Quintile,Good,0.25913,984,2577,0.24221,0.27605
2000,1st Quintile,Satisfactory,0.26623,836,2577,0.24916,0.28329
2000,1st Quintile,Poor,0.12900,401,2577,0.11606,0.14195
2000,1st Quintile,Bad,0.04502,120,2577,0.03701,0.05302
2000,2nd Quintile,Very good,0.06340,235,2739,0.05427,0.07253
2000,2nd Quintile,Good,0.26397,1038,2739,0.24746,0.28048
2000,2nd Quintile,Satisfactory,0.29511,974,2739,0.27802,0.31219
2000,2nd Quintile,Poor,0.12982,392,2739,0.11723,0.14241
2000,2nd Quintile,Bad,0.03418,100,2739,0.02737,0.04098
2000,3rd Quintile,Very good,0.05522,196,2732,0.04665,0.06379
2000,3rd Quintile,Good,0.33293,1149,2732,0.31526,0.35061
2000,3rd Quintile,Satisfactory,0.29867,959,2732,0.28150,0.31583
2000,3rd Quintile,Poor,0.11158,346,2732,0.09977,0.12339
2000,3rd Quintile,Bad,0.02707,82,2732,0.02098,0.03315
2000,4th Quintile,Very good,0.07131,252,2685,0.06157,0.08105
2000,4th Quintile,Good,0.34166,1168,2685,0.32372,0.35961
2000,4th Quintile,Satisfactory,0.30039,889,2685,0.28305,0.31774
2000,4th Quintile,Poor,0.10905,298,2685,0.09726,0.12084
2000,4th Quintile,Bad,0.02884,78,2685,0.02251,0.03517
2000,5th Quintile,Very good,0.09638,280,2537,0.08489,0.10786
2000,5th Quintile,Good,0.36270,1134,2537,0.34399,0.38141
2000,5th Quintile,Satisfactory,0.31705,822,2537,0.29893,0.33516
2000,5th Quintile,Poor,0.09640,261,2537,0.08492,0.10789
2000,5th Quintile,Bad,0.02039,40,2537,0.01489,0.02589
2001,1st Quintile,Very good,0.07264,402,3875,0.06447,0.08082
2001,1st Quintile,Good,0.26023,1396,3875,0.24641,0.27405
2001,1st Quintile,Satisfactory,0.25514,1251,3875,0.24142,0.26887
2001,1st Quintile,Poor,0.13027,604,3875,0.11967,0.14087
2001,1st Quintile,Bad,0.04828,222,3875,0.04153,0.05503
2001,2nd Quintile,Very good,0.08367,462,4344,0.07544,0.09191
2001,2nd Quintile,Good,0.28216,1651,4344,0.26877,0.29554
2001,2nd Quintile,Satisfactory,0.27207,1472,4344,0.25883,0.28530
2001,2nd Quintile,Poor,0.11709,588,4344,0.10753,0.12665
2001,2nd Quintile,Bad,0.03434,171,4344,0.02893,0.03976
2001,3rd Quintile,Very good,0.07880,440,4539,0.07096,0.08664
2001,3rd Quintile,Good,0.32066,1843,4539,0.30708,0.33424
2001,3rd Quintile,Satisfactory,0.28374,1522,4539,0.27062,0.29686
2001,3rd Quintile,Poor,0.11407,580,4539,0.10482,0.12331
2001,3rd Quintile,Bad,0.03274,154,4539,0.02756,0.03792
2001,4th Quintile,Very good,0.09942,526,4606,0.09078,0.10806
2001,4th Quintile,Good,0.33749,1929,4606,0.32383,0.35115
2001,4th Quintile,Satisfactory,0.28707,1499,4606,0.27401,0.30014
2001,4th Quintile,Poor,0.10503,522,4606,0.09618,0.11389
2001,4th Quintile,Bad,0.02543,130,4606,0.02088,0.02998
2001,5th Quintile,Very good,0.11491,588,4523,0.10561,0.12420
2001,5th Quintile,Good,0.37325,1980,4523,0.35915,0.38734
2001,5th Quintile,Satisfactory,0.28503,1394,4523,0.27188,0.29819
2001,5th Quintile,Poor,0.09921,464,4523,0.09050,0.10793
2001,5th Quintile,Bad,0.02430,97,4523,0.01982,0.02879
2002,1st Quintile,Very good,0.07327,343,3463,0.06459,0.08195
2002,1st Quintile,Good,0.25321,1202,3463,0.23872,0.26769
2002,1st Quintile,Satisfactory,0.26117,1132,3463,0.24654,0.27581
2002,1st Quintile,Poor,0.13601,582,3463,0.12459,0.14743
2002,1st Quintile,Bad,0.05091,204,3463,0.04358,0.05823
2002,2nd Quintile,Very good,0.06285,326,3915,0.05525,0.07045
2002,2nd Quintile,Good,0.27620,1430,3915,0.26220,0.29021
2002,2nd Quintile,Satisfactory,0.28741,1342,3915,0.27323,0.30159
2002,2nd Quintile,Poor,0.12767,633,3915,0.11722,0.13813
2002,2nd Quintile,Bad,0.04559,184,3915,0.03905,0.05212
2002,3rd Quintile,Very good,0.07008,356,4029,0.06220,0.07797
2002,3rd Quintile,Good,0.31600,1635,4029,0.30164,0.33035
2002,3rd Quintile,Satisfactory,0.29352,1399,4029,0.27946,0.30758
2002,3rd Quintile,Poor,0.10373,499,4029,0.09432,0.11315
2002,3rd Quintile,Bad,0.02919,140,4029,0.02399,0.03439
2002,4th Quintile,Very good,0.07753,413,4357,0.06959,0.08547
2002,4th Quintile,Good,0.33954,1829,4357,0.32547,0.35360
2002,4th Quintile,Satisfactory,0.29830,1481,4357,0.28471,0.31189
2002,4th Quintile,Poor,0.11522,520,4357,0.10573,0.12470
2002,4th Quintile,Bad,0.02633,114,4357,0.02158,0.03109
2002,5th Quintile,Very good,0.08864,509,4994,0.08076,0.09652
2002,5th Quintile,Good,0.38760,2263,4994,0.37409,0.40112
2002,5th Quintile,Satisfactory,0.31281,1624,4994,0.29995,0.32567
2002,5th Quintile,Poor,0.10325,501,4994,0.09481,0.11169
2002,5th Quintile,Bad,0.02265,97,4994,0.01852,0.02677
2003,1st Quintile,Very good,0.06157,281,3406,0.05350,0.06965
2003,1st Quintile,Good,0.26304,1229,3406,0.24825,0.27783
2003,1st Quintile,Satisfactory,0.26548,1131,3406,0.25065,0.28031
2003,1st Quintile,Poor,0.14166,570,3406,0.12994,0.15337
2003,1st Quintile,Bad,0.05126,195,3406,0.04386,0.05867
2003,2nd Quintile,Very good,0.06267,301,3855,0.05502,0.07032
2003,2nd Quintile,Good,0.28484,1451,3855,0.27059,0.29909
2003,2nd Quintile,Satisfactory,0.27851,1330,3855,0.26435,0.29266
2003,2nd Quintile,Poor,0.12936,603,3855,0.11876,0.13995
2003,2nd Quintile,Bad,0.04186,170,3855,0.03554,0.04818
2003,3rd Quintile,Very good,0.06882,361,4062,0.06103,0.07661
2003,3rd Quintile,Good,0.33434,1731,4062,0.31983,0.34885
2003,3rd Quintile,Satisfactory,0.27275,1303,4062,0.25905,0.28645
2003,3rd Quintile,Poor,0.10855,510,4062,0.09899,0.11812
2003,3rd Quintile,Bad,0.03333,157,4062,0.02781,0.03885
2003,4th Quintile,Very good,0.08818,454,4459,0.07986,0.09651
2003,4th Quintile,Good,0.35432,1912,4459,0.34028,0.36836
2003,4th Quintile,Satisfactory,0.27793,1418,4459,0.26478,0.29108
2003,4th Quintile,Poor,0.10833,548,4459,0.09921,0.11745
2003,4th Quintile,Bad,0.03087,127,4459,0.02580,0.03595
2003,5th Quintile,Very good,0.10212,845,6341,0.09466,0.10957
2003,5th Quintile,Good,0.40091,2947,6341,0.38884,0.41297
2003,5th Quintile,Satisfactory,0.27427,1837,6341,0.26329,0.28526
2003,5th Quintile,Poor,0.09717,598,6341,0.08988,0.10446
2003,5th Quintile,Bad,0.02188,114,6341,0.01828,0.02549
2004,1st Quintile,Very good,0.08313,348,3256,0.07364,0.09261
2004,1st Quintile,Good,0.24919,1145,3256,0.23433,0.26405
2004,1st Quintile,Satisfactory,0.24418,998,3256,0.22942,0.25894
2004,1st Quintile,Poor,0.15173,569,3256,0.13940,0.16405
2004,1st Quintile,Bad,0.05434,196,3256,0.04655,0.06213
2004,2nd Quintile,Very good,0.07449,322,3773,0.06611,0.08287
2004,2nd Quintile,Good,0.28831,1463,3773,0.27385,0.30276
2004,2nd Quintile,Satisfactory,0.26139,1248,3773,0.24736,0.27541
2004,2nd Quintile,Poor,0.13052,561,3773,0.11977,0.14128
2004,2nd Quintile,Bad,0.04646,179,3773,0.03974,0.05318
2004,3rd Quintile,Very good,0.07117,350,4006,0.06321,0.07914
2004,3rd Quintile,Good,0.30752,1601,4006,0.29323,0.32182
2004,3rd Quintile,Satisfactory,0.28937,1365,4006,0.27532,0.30341
2004,3rd Quintile,Poor,0.12098,517,4006,0.11088,0.13108
2004,3rd Quintile,Bad,0.03813,173,4006,0.03220,0.04406
2004,4th Quintile,Very good,0.08226,452,4344,0.07409,0.09044
2004,4th Quintile,Good,0.34505,1883,4344,0.33091,0.35919
2004,4th Quintile,Satisfactory,0.27307,1331,4344,0.25982,0.28632
2004,4th Quintile,Poor,0.12541,550,4344,0.11556,0.13526
2004,4th Quintile,Bad,0.03097,128,4344,0.02582,0.03612
2004,5th Quintile,Very good,0.09683,725,6189,0.08946,0.10419
2004,5th Quintile,Good,0.39744,2858,6189,0.38524,0.40963
2004,5th Quintile,Satisfactory,0.27761,1843,6189,0.26645,0.28876
2004,5th Quintile,Poor,0.10563,634,6189,0.09797,0.11329
2004,5th Quintile,Bad,0.02621,129,6189,0.02223,0.03019
2005,1st Quintile,Very good,0.06794,280,3140,0.05914,0.07675
2005,1st Quintile,Good,0.24988,1078,3140,0.23474,0.26503
2005,1st Quintile,Satisfactory,0.25676,1015,3140,0.24148,0.27205
2005,1st Quintile,Poor,0.15493,572,3140,0.14227,0.16759
2005,1st Quintile,Bad,0.05347,195,3140,0.04560,0.06134
2005,2nd Quintile,Very good,0.06947,286,3616,0.06119,0.07776
2005,2nd Quintile,Good,0.27628,1321,3616,0.26171,0.29086
2005,2nd Quintile,Satisfactory,0.28090,1239,3616,0.26625,0.29555
2005,2nd Quintile,Poor,0.14383,597,3616,0.13239,0.15527
2005,2nd Quintile,Bad,0.04212,173,3616,0.03557,0.04867
2005,3rd Quintile,Very good,0.06635,321,3742,0.05837,0.07432
2005,3rd Quintile,Good,0.30550,1446,3742,0.29074,0.32026
2005,3rd Quintile,Satisfactory,0.29085,1316,3742,0.27629,0.30540
2005,3rd Quintile,Poor,0.12319,511,3742,0.11266,0.13372
2005,3rd Quintile,Bad,0.03600,148,3742,0.03003,0.04197
2005,4th Quintile,Very good,0.07256,389,4291,0.06480,0.08033
2005,4th Quintile,Good,0.34177,1785,4291,0.32757,0.35596
2005,4th Quintile,Satisfactory,0.29885,1428,4291,0.28516,0.31255
2005,4th Quintile,Poor,0.11782,543,4291,0.10817,0.12747
2005,4th Quintile,Bad,0.03616,146,4291,0.03057,0.04174
2005,5th Quintile,Very good,0.09403,669,5836,0.08654,0.10152
2005,5th Quintile,Good,0.40463,2674,5836,0.39203,0.41722
2005,5th Quintile,Satisfactory,0.27636,1764,5836,0.26489,0.28784
2005,5th Quintile,Poor,0.10190,611,5836,0.09414,0.10966
2005,5th Quintile,Bad,0.02151,118,5836,0.01779,0.02523
2006,1st Quintile,Very good,0.07510,265,2942,0.06557,0.08462
2006,1st Quintile,Good,0.25412,1029,2942,0.23838,0.26985
2006,1st Quintile,Satisfactory,0.26340,974,2942,0.24748,0.27932
2006,1st Quintile,Poor,0.14326,501,2942,0.13060,0.15592
2006,1st Quintile,Bad,0.05252,173,2942,0.04446,0.06058
2006,2nd Quintile,Very good,0.05367,218,3317,0.04600,0.06134
2006,2nd Quintile,Good,0.26221,1183,3317,0.24724,0.27718
2006,2nd Quintile,Satisfactory,0.30140,1217,3317,0.28578,0.31702
2006,2nd Quintile,Poor,0.13368,522,3317,0.12210,0.14527
2006,2nd Quintile,Bad,0.05068,177,3317,0.04322,0.05815
2006,3rd Quintile,Very good,0.05310,246,3577,0.04575,0.06045
2006,3rd Quintile,Good,0.31320,1440,3577,0.29800,0.32840
2006,3rd Quintile,Satisfactory,0.28890,1210,3577,0.27405,0.30376
2006,3rd Quintile,Poor,0.11932,511,3577,0.10870,0.12995
2006,3rd Quintile,Bad,0.04472,170,3577,0.03794,0.05149
2006,4th Quintile,Very good,0.06791,320,3964,0.06008,0.07575
2006,4th Quintile,Good,0.34491,1677,3964,0.33011,0.35971
2006,4th Quintile,Satisfactory,0.28655,1309,3964,0.27247,0.30063
2006,4th Quintile,Poor,0.11490,514,3964,0.10497,0.12483
2006,4th Quintile,Bad,0.03441,144,3964,0.02873,0.04008
2006,5th Quintile,Very good,0.08316,549,5515,0.07587,0.09045
2006,5th Quintile,Good,0.39625,2506,5515,0.38334,0.40916
2006,5th Quintile,Satisfactory,0.29898,1785,5515,0.28689,0.31106
2006,5th Quintile,Poor,0.10149,563,5515,0.09352,0.10946
2006,5th Quintile,Bad,0.02070,112,5515,0.01694,0.02446
2007,1st Quintile,Very good,0.07788,290,3190,0.06858,0.08718
2007,1st Quintile,Good,0.24863,1094,3190,0.23363,0.26363
2007,1st Quintile,Satisfactory,0.26580,1045,3190,0.25046,0.28113
2007,1st Quintile,Poor,0.15643,570,3190,0.14383,0.16904
2007,1st Quintile,Bad,0.05055,191,3190,0.04294,0.05815
2007,2nd Quintile,Very good,0.05429,253,3509,0.04680,0.06179
2007,2nd Quintile,Good,0.27453,1267,3509,0.25976,0.28930
2007,2nd Quintile,Satisfactory,0.29124,1243,3509,0.27621,0.30628
2007,2nd Quintile,Poor,0.13386,575,3509,0.12259,0.14513
2007,2nd Quintile,Bad,0.03863,171,3509,0.03226,0.04501
2007,3rd Quintile,Very good,0.05954,287,3867,0.05208,0.06700
2007,3rd Quintile,Good,0.31888,1503,3867,0.30419,0.33357
2007,3rd Quintile,Satisfactory,0.30189,1418,3867,0.28742,0.31636
2007,3rd Quintile,Poor,0.10888,505,3867,0.09906,0.11870
2007,3rd Quintile,Bad,0.03888,154,3867,0.03279,0.04497
2007,4th Quintile,Very good,0.06881,350,4305,0.06124,0.07637
2007,4th Quintile,Good,0.34012,1808,4305,0.32596,0.35427
2007,4th Quintile,Satisfactory,0.28890,1428,4305,0.27536,0.30244
2007,4th Quintile,Poor,0.11807,570,4305,0.10842,0.12771
2007,4th Quintile,Bad,0.03247,149,4305,0.02717,0.03776
2007,5th Quintile,Very good,0.08047,537,5584,0.07334,0.08761
2007,5th Quintile,Good,0.40506,2617,5584,0.39218,0.41794
2007,5th Quintile,Satisfactory,0.27876,1699,5584,0.26700,0.29052
2007,5th Quintile,Poor,0.11111,619,5584,0.10287,0.11936
2007,5th Quintile,Bad,0.01962,112,5584,0.01598,0.02326
2008,1st Quintile,Very good,0.07863,280,2966,0.06894,0.08831
2008,1st Quintile,Good,0.24344,989,2966,0.22799,0.25888
2008,1st Quintile,Satisfactory,0.25626,930,2966,0.24054,0.27197
2008,1st Quintile,Poor,0.16333,572,2966,0.15003,0.17664
2008,1st Quintile,Bad,0.05158,195,2966,0.04361,0.05954
2008,2nd Quintile,Very good,0.06052,221,3370,0.05247,0.06858
2008,2nd Quintile,Good,0.27832,1227,3370,0.26319,0.29346
2008,2nd Quintile,Satisfactory,0.28506,1179,3370,0.26981,0.30030
2008,2nd Quintile,Poor,0.14066,574,3370,0.12892,0.15240
2008,2nd Quintile,Bad,0.04443,169,3370,0.03747,0.05139
2008,3rd Quintile,Very good,0.06225,286,3816,0.05458,0.06992
2008,3rd Quintile,Good,0.32393,1492,3816,0.30908,0.33878
2008,3rd Quintile,Satisfactory,0.29763,1336,3816,0.28312,0.31213
2008,3rd Quintile,Poor,0.12336,565,3816,0.11292,0.13379
2008,3rd Quintile,Bad,0.03122,137,3816,0.02571,0.03674
2008,4th Quintile,Very good,0.07576,358,3872,0.06742,0.08409
2008,4th Quintile,Good,0.34783,1600,3872,0.33283,0.36284
2008,4th Quintile,Satisfactory,0.28595,1289,3872,0.27172,0.30019
2008,4th Quintile,Poor,0.11514,503,3872,0.10508,0.12520
2008,4th Quintile,Bad,0.02703,122,3872,0.02192,0.03214
2008,5th Quintile,Very good,0.09155,547,5262,0.08375,0.09934
