year,bula_h,sex,ple0008,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
1992,Berlin,female,Good,0.35725,119,12584,0.35646,0.35803
1992,Berlin,female,Satisfactory,0.34431,92,12584,0.34353,0.34509
1992,Berlin,female,Poor,0.18627,51,12584,0.18562,0.18691
1992,Brandenburg,male,Very good,0.16242,56,12584,0.16170,0.16314
1992,Brandenburg,male,Good,0.48450,139,12584,0.48353,0.48547
1992,Brandenburg,male,Satisfactory,0.35308,97,12584,0.35216,0.35401
1992,Brandenburg,female,Very good,0.14921,57,12584,0.14855,0.14987
1992,Brandenburg,female,Good,0.39387,142,12584,0.39297,0.39477
1992,Brandenburg,female,Satisfactory,0.33883,100,12584,0.33796,0.33971
1992,Brandenburg,female,Poor,0.11808,32,12584,0.11749,0.11868
1992,Mecklenburg-Western Pomerania,male,Very good,0.15431,32,12584,0.15343,0.15518
1992,Mecklenburg-Western Pomerania,male,Good,0.56755,104,12584,0.56634,0.56875
1992,Mecklenburg-Western Pomerania,male,Satisfactory,0.27815,52,12584,0.27706,0.27923
1992,Mecklenburg-Western Pomerania,female,Very good,0.14233,31,12584,0.14149,0.14318
1992,Mecklenburg-Western Pomerania,female,Good,0.51999,103,12584,0.51879,0.52119
1992,Mecklenburg-Western Pomerania,female,Satisfactory,0.33767,55,12584,0.33654,0.33881
1992,Saxony,male,Very good,0.14863,82,12584,0.14811,0.14916
1992,Saxony,male,Good,0.45341,256,12584,0.45268,0.45415
1992,Saxony,male,Satisfactory,0.29939,148,12584,0.29871,0.30006
1992,Saxony,male,Poor,0.09857,41,12584,0.09813,0.09901
1992,Saxony,female,Very good,0.11740,80,12584,0.11696,0.11785
1992,Saxony,female,Good,0.39567,270,12584,0.39499,0.39634
1992,Saxony,female,Satisfactory,0.37231,200,12584,0.37165,0.37298
1992,Saxony,female,Poor,0.11462,56,12584,0.11418,0.11505
1992,Saxony-Anhalt,male,Very good,0.24533,73,12584,0.24449,0.24616
1992,Saxony-Anhalt,male,Good,0.41698,156,12584,0.41602,0.41794
1992,Saxony-Anhalt,male,Satisfactory,0.33770,102,12584,0.33678,0.33862
1992,Saxony-Anhalt,female,Very good,0.13614,55,12584,0.13551,0.13676
1992,Saxony-Anhalt,female,Good,0.39932,173,12584,0.39842,0.40021
1992,Saxony-Anhalt,female,Satisfactory,0.28641,106,12584,0.28558,0.28723
1992,Saxony-Anhalt,female,Poor,0.17814,56,12584,0.17744,0.17884
1992,Thuringa,male,Very good,0.19937,59,12584,0.19851,0.20023
1992,Thuringa,male,Good,0.54960,163,12584,0.54853,0.55067
1992,Thuringa,male,Satisfactory,0.25102,68,12584,0.25009,0.25196
1992,Thuringa,female,Very good,0.11150,44,12584,0.11089,0.11211
1992,Thuringa,female,Good,0.41674,162,12584,0.41578,0.41770
1992,Thuringa,female,Satisfactory,0.34124,102,12584,0.34032,0.34216
1992,Thuringa,female,Poor,0.13053,35,12584,0.12987,0.13118
1994,Schleswig-Holstein,male,Good,0.48029,48,11925,0.47925,0.48133
1994,Schleswig-Holstein,male,Satisfactory,0.51971,47,11925,0.51867,0.52075
1994,Schleswig-Holstein,female,Good,0.60139,64,11925,0.60035,0.60243
1994,Schleswig-Holstein,female,Satisfactory,0.39861,38,11925,0.39757,0.39965
1994,Hamburg,female,Good,1.00000,34,11925,1.00000,1.00000
1994,Lower Saxony,male,Very good,0.12022,62,11925,0.11983,0.12061
1994,Lower Saxony,male,Good,0.44415,205,11925,0.44356,0.44475
1994,Lower Saxony,male,Satisfactory,0.32951,150,11925,0.32894,0.33007
1994,Lower Saxony,male,Poor,0.10612,42,11925,0.10575,0.10649
1994,Lower Saxony,female,Very good,0.05878,33,11925,0.05851,0.05905
1994,Lower Saxony,female,Good,0.37065,172,11925,0.37009,0.37122
1994,Lower Saxony,female,Satisfactory,0.35180,176,11925,0.35124,0.35236
1994,Lower Saxony,female,Poor,0.21877,84,11925,0.21829,0.21925
1994,North Rhine-Westphalia,male,Very good,0.11613,147,11925,0.11589,0.11637
1994,North Rhine-Westphalia,male,Good,0.39787,500,11925,0.39750,0.39823
1994,North Rhine-Westphalia,male,Satisfactory,0.30155,331,11925,0.30120,0.30189
1994,North Rhine-Westphalia,male,Poor,0.14826,164,11925,0.14799,0.14853
1994,North Rhine-Westphalia,male,Bad,0.03620,36,11925,0.03606,0.03634
1994,North Rhine-Westphalia,female,Very good,0.07204,128,11925,0.07186,0.07223
1994,North Rhine-Westphalia,female,Good,0.34774,474,11925,0.34740,0.34808
1994,North Rhine-Westphalia,female,Satisfactory,0.34679,403,11925,0.34645,0.34713
1994,North Rhine-Westphalia,female,Poor,0.19026,211,11925,0.18998,0.19054
1994,North Rhine-Westphalia,female,Bad,0.04316,48,11925,0.04302,0.04331
1994,Hesse,male,Very good,0.08725,56,11925,0.08689,0.08762
1994,Hesse,male,Good,0.49889,218,11925,0.49825,0.49954
1994,Hesse,male,Satisfactory,0.28741,111,11925,0.28682,0.28799
1994,Hesse,male,Poor,0.12645,43,11925,0.12602,0.12688
1994,Hesse,female,Very good,0.09113,48,11925,0.09076,0.09149
1994,Hesse,female,Good,0.38647,188,11925,0.38585,0.38709
1994,Hesse,female,Satisfactory,0.32848,128,11925,0.32789,0.32908
1994,Hesse,female,Poor,0.19392,82,11925,0.19342,0.19443
1994,"Rhineland-Palatinate, Saarland",male,Very good,0.10330,39,11925,0.10287,0.10373
1994,"Rhineland-Palatinate, Saarland",male,Good,0.41254,126,11925,0.41184,0.41324
1994,"Rhineland-Palatinate, Saarland",male,Satisfactory,0.28692,75,11925,0.28627,0.28756
1994,"Rhineland-Palatinate, Saarland",male,Poor,0.19724,48,11925,0.19668,0.19781
1994,"Rhineland-Palatinate, Saarland",female,Good,0.40819,137,11925,0.40748,0.40890
1994,"Rhineland-Palatinate, Saarland",female,Satisfactory,0.41275,106,11925,0.41204,0.41346
1994,"Rhineland-Palatinate, Saarland",female,Poor,0.17906,54,11925,0.17851,0.17961
1994,Baden-Wuerttemberg,male,Very good,0.09130,103,11925,0.09102,0.09158
1994,Baden-Wuerttemberg,male,Good,0.44403,383,11925,0.44355,0.44452
1994,Baden-Wuerttemberg,male,Satisfactory,0.34452,250,11925,0.34406,0.34499
1994,Baden-Wuerttemberg,male,Poor,0.12014,97,11925,0.11982,0.12046
1994,Baden-Wuerttemberg,female,Very good,0.07398,89,11925,0.07374,0.07422
1994,Baden-Wuerttemberg,female,Good,0.34223,328,11925,0.34179,0.34267
1994,Baden-Wuerttemberg,female,Satisfactory,0.36333,281,11925,0.36289,0.36378
1994,Baden-Wuerttemberg,female,Poor,0.16426,137,11925,0.16391,0.16460
1994,Baden-Wuerttemberg,female,Bad,0.05620,33,11925,0.05598,0.05641
1994,Bavaria,male,Very good,0.11382,102,11925,0.11352,0.11412
1994,Bavaria,male,Good,0.43071,334,11925,0.43025,0.43118
1994,Bavaria,male,Satisfactory,0.33550,224,11925,0.33506,0.33595
1994,Bavaria,male,Poor,0.11997,89,11925,0.11966,0.12027
1994,Bavaria,female,Very good,0.09759,101,11925,0.09732,0.09785
1994,Bavaria,female,Good,0.32412,300,11925,0.32371,0.32454
1994,Bavaria,female,Satisfactory,0.36740,269,11925,0.36697,0.36783
1994,Bavaria,female,Poor,0.15392,107,11925,0.15360,0.15424
1994,Bavaria,female,Bad,0.05697,39,11925,0.05676,0.05718
1994,Berlin,male,Good,0.39151,101,11925,0.39064,0.39238
1994,Berlin,male,Satisfactory,0.39849,83,11925,0.39761,0.39936
1994,Berlin,male,Poor,0.21000,43,11925,0.20928,0.21073
1994,Berlin,female,Good,0.33351,96,11925,0.33269,0.33434
1994,Berlin,female,Satisfactory,0.43159,96,11925,0.43072,0.43246
1994,Berlin,female,Poor,0.23490,59,11925,0.23416,0.23564
1994,Brandenburg,male,Good,0.48433,116,11925,0.48328,0.48537
1994,Brandenburg,male,Satisfactory,0.51567,111,11925,0.51463,0.51672
1994,Brandenburg,female,Good,0.33495,109,11925,0.33402,0.33587
1994,Brandenburg,female,Satisfactory,0.46491,121,11925,0.46393,0.46589
1994,Brandenburg,female,Poor,0.20014,45,11925,0.19936,0.20093
1994,Mecklenburg-Western Pomerania,male,Good,0.53284,87,11925,0.53156,0.53411
1994,Mecklenburg-Western Pomerania,male,Satisfactory,0.46716,74,11925,0.46589,0.46844
1994,Mecklenburg-Western Pomerania,female,Good,0.59020,93,11925,0.58893,0.59148
1994,Mecklenburg-Western Pomerania,female,Satisfactory,0.40980,63,11925,0.40852,0.41107
1994,Saxony,male,Very good,0.08269,49,11925,0.08228,0.08309
1994,Saxony,male,Good,0.42670,231,11925,0.42597,0.42742
1994,Saxony,male,Satisfactory,0.39956,189,11925,0.39884,0.40028
1994,Saxony,male,Poor,0.09106,39,11925,0.09064,0.09148
1994,Saxony,female,Very good,0.06334,45,11925,0.06300,0.06368
1994,Saxony,female,Good,0.38877,241,11925,0.38809,0.38946
1994,Saxony,female,Satisfactory,0.38560,211,11925,0.38492,0.38628
1994,Saxony,female,Poor,0.16229,84,11925,0.16177,0.16280
1994,Saxony-Anhalt,male,Very good,0.10916,35,11925,0.10856,0.10976
1994,Saxony-Anhalt,male,Good,0.44270,147,11925,0.44175,0.44366
1994,Saxony-Anhalt,male,Satisfactory,0.34755,105,11925,0.34663,0.34846
1994,Saxony-Anhalt,male,Poor,0.10059,32,11925,0.10002,0.10117
1994,Saxony-Anhalt,female,Good,0.41929,157,11925,0.41836,0.42021
1994,Saxony-Anhalt,female,Satisfactory,0.38466,116,11925,0.38375,0.38557
1994,Saxony-Anhalt,female,Poor,0.19606,63,11925,0.19531,0.19680
1994,Thuringa,male,Good,0.51437,134,11925,0.51325,0.51550
1994,Thuringa,male,Satisfactory,0.48563,117,11925,0.48450,0.48675
1994,Thuringa,female,Good,0.41875,139,11925,0.41774,0.41976
1994,Thuringa,female,Satisfactory,0.44535,131,11925,0.44433,0.44636
1994,Thuringa,female,Poor,0.13590,41,11925,0.13520,0.13660
1995,Schleswig-Holstein,male,Good,0.49932,54,12385,0.49829,0.50035
1995,Schleswig-Holstein,male,Satisfactory,0.50068,45,12385,0.49965,0.50171
1995,Schleswig-Holstein,female,Good,0.55067,64,12385,0.54967,0.55167
1995,Schleswig-Holstein,female,Satisfactory,0.44933,47,12385,0.44833,0.45033
1995,Lower Saxony,male,Very good,0.07114,52,12385,0.07084,0.07144
1995,Lower Saxony,male,Good,0.48172,243,12385,0.48114,0.48230
1995,Lower Saxony,male,Satisfactory,0.32785,156,12385,0.32731,0.32839
1995,Lower Saxony,male,Poor,0.11929,51,12385,0.11892,0.11967
1995,Lower Saxony,female,Very good,0.08176,47,12385,0.08145,0.08208
1995,Lower Saxony,female,Good,0.35474,191,12385,0.35419,0.35529
1995,Lower Saxony,female,Satisfactory,0.35407,172,12385,0.35352,0.35462
1995,Lower Saxony,female,Poor,0.20943,84,12385,0.20896,0.20990
1995,North Rhine-Westphalia,male,Very good,0.11040,161,12385,0.11016,0.11063
1995,North Rhine-Westphalia,male,Good,0.40235,531,12385,0.40197,0.40272
1995,North Rhine-Westphalia,male,Satisfactory,0.33477,358,12385,0.33441,0.33513
1995,North Rhine-Westphalia,male,Poor,0.12136,151,12385,0.12111,0.12161
1995,North Rhine-Westphalia,male,Bad,0.03113,35,12385,0.03100,0.03126
1995,North Rhine-Westphalia,female,Very good,0.06779,123,12385,0.06761,0.06797
1995,North Rhine-Westphalia,female,Good,0.37121,552,12385,0.37086,0.37155
1995,North Rhine-Westphalia,female,Satisfactory,0.34753,416,12385,0.34719,0.34787
1995,North Rhine-Westphalia,female,Poor,0.16119,191,12385,0.16093,0.16145
1995,North Rhine-Westphalia,female,Bad,0.05229,56,12385,0.05213,0.05245
1995,Hesse,male,Very good,0.08271,46,12385,0.08235,0.08306
1995,Hesse,male,Good,0.45902,207,12385,0.45838,0.45966
1995,Hesse,male,Satisfactory,0.36022,143,12385,0.35961,0.36084
1995,Hesse,male,Poor,0.09804,42,12385,0.09766,0.09843
1995,Hesse,female,Very good,0.08811,43,12385,0.08775,0.08846
1995,Hesse,female,Good,0.39287,208,12385,0.39225,0.39348
1995,Hesse,female,Satisfactory,0.30978,129,12385,0.30920,0.31036
1995,Hesse,female,Poor,0.20925,90,12385,0.20874,0.20975
1995,"Rhineland-Palatinate, Saarland",male,Very good,0.11353,43,12385,0.11309,0.11397
1995,"Rhineland-Palatinate, Saarland",male,Good,0.39796,140,12385,0.39727,0.39864
1995,"Rhineland-Palatinate, Saarland",male,Satisfactory,0.33380,103,12385,0.33315,0.33446
1995,"Rhineland-Palatinate, Saarland",male,Poor,0.15471,41,12385,0.15421,0.15522
1995,"Rhineland-Palatinate, Saarland",female,Very good,0.08779,34,12385,0.08741,0.08818
1995,"Rhineland-Palatinate, Saarland",female,Good,0.37398,149,12385,0.37331,0.37464
1995,"Rhineland-Palatinate, Saarland",female,Satisfactory,0.37189,124,12385,0.37123,0.37256
1995,"Rhineland-Palatinate, Saarland",female,Poor,0.16633,52,12385,0.16582,0.16685
1995,Baden-Wuerttemberg,male,Very good,0.09720,111,12385,0.09691,0.09750
1995,Baden-Wuerttemberg,male,Good,0.40597,371,12385,0.40548,0.40646
1995,Baden-Wuerttemberg,male,Satisfactory,0.37601,265,12385,0.37553,0.37649
1995,Baden-Wuerttemberg,male,Poor,0.12081,103,12385,0.12049,0.12114
1995,Baden-Wuerttemberg,female,Very good,0.06311,82,12385,0.06288,0.06334
1995,Baden-Wuerttemberg,female,Good,0.36309,358,12385,0.36265,0.36354
1995,Baden-Wuerttemberg,female,Satisfactory,0.36291,295,12385,0.36246,0.36336
1995,Baden-Wuerttemberg,female,Poor,0.16853,138,12385,0.16818,0.16888
1995,Baden-Wuerttemberg,female,Bad,0.04235,35,12385,0.04216,0.04254
1995,Bavaria,male,Very good,0.13192,114,12385,0.13161,0.13223
1995,Bavaria,male,Good,0.40890,346,12385,0.40845,0.40936
1995,Bavaria,male,Satisfactory,0.32328,239,12385,0.32285,0.32372
1995,Bavaria,male,Poor,0.13589,100,12385,0.13557,0.13621
1995,Bavaria,female,Very good,0.08653,95,12385,0.08628,0.08678
1995,Bavaria,female,Good,0.36506,341,12385,0.36463,0.36549
1995,Bavaria,female,Satisfactory,0.31337,260,12385,0.31296,0.31378
1995,Bavaria,female,Poor,0.17977,128,12385,0.17943,0.18011
1995,Bavaria,female,Bad,0.05527,38,12385,0.05507,0.05548
1995,Berlin,male,Good,0.47395,107,12385,0.47307,0.47484
1995,Berlin,male,Satisfactory,0.32270,82,12385,0.32187,0.32353
1995,Berlin,male,Poor,0.20335,42,12385,0.20263,0.20406
1995,Berlin,female,Good,0.41377,111,12385,0.41294,0.41461
1995,Berlin,female,Satisfactory,0.36164,92,12385,0.36083,0.36246
1995,Berlin,female,Poor,0.22459,61,12385,0.22388,0.22529
1995,Brandenburg,male,Good,0.48967,131,12385,0.48868,0.49066
1995,Brandenburg,male,Satisfactory,0.38323,90,12385,0.38226,0.38420
1995,Brandenburg,male,Poor,0.12710,32,12385,0.12644,0.12776
1995,Brandenburg,female,Good,0.42093,115,12385,0.41993,0.42194
1995,Brandenburg,female,Satisfactory,0.40735,112,12385,0.40635,0.40834
1995,Brandenburg,female,Poor,0.17172,39,12385,0.17095,0.17248
1995,Mecklenburg-Western Pomerania,male,Good,0.53195,98,12385,0.53068,0.53322
1995,Mecklenburg-Western Pomerania,male,Satisfactory,0.46805,67,12385,0.46678,0.46932
1995,Mecklenburg-Western Pomerania,female,Good,0.44534,88,12385,0.44414,0.44654
1995,Mecklenburg-Western Pomerania,female,Satisfactory,0.36372,63,12385,0.36256,0.36489
1995,Mecklenburg-Western Pomerania,female,Poor,0.19094,36,12385,0.18999,0.19188
1995,Saxony,male,Very good,0.08028,48,12385,0.07988,0.08068
1995,Saxony,male,Good,0.40389,212,12385,0.40318,0.40461
1995,Saxony,male,Satisfactory,0.38416,187,12385,0.38345,0.38487
1995,Saxony,male,Poor,0.13167,59,12385,0.13117,0.13216
1995,Saxony,female,Very good,0.04930,33,12385,0.04900,0.04961
1995,Saxony,female,Good,0.38833,228,12385,0.38764,0.38902
1995,Saxony,female,Satisfactory,0.40034,218,12385,0.39965,0.40104
1995,Saxony,female,Poor,0.16202,78,12385,0.16150,0.16254
1995,Saxony-Anhalt,male,Good,0.52705,151,12385,0.52605,0.52804
1995,Saxony-Anhalt,male,Satisfactory,0.36146,102,12385,0.36050,0.36242
1995,Saxony-Anhalt,male,Poor,0.11149,34,12385,0.11087,0.11212
1995,Saxony-Anhalt,female,Good,0.32953,129,12385,0.32865,0.33042
1995,Saxony-Anhalt,female,Satisfactory,0.44618,132,12385,0.44525,0.44712
1995,Saxony-Anhalt,female,Poor,0.22428,66,12385,0.22350,0.22507
1995,Thuringa,male,Good,0.52850,128,12385,0.52737,0.52963
1995,Thuringa,male,Satisfactory,0.47150,124,12385,0.47037,0.47263
1995,Thuringa,female,Good,0.36706,121,12385,0.36607,0.36805
1995,Thuringa,female,Satisfactory,0.48074,132,12385,0.47971,0.48176
1995,Thuringa,female,Poor,0.15220,44,12385,0.15147,0.15294
1996,Schleswig-Holstein,male,Good,0.59592,60,12127,0.59493,0.59691
1996,Schleswig-Holstein,male,Satisfactory,0.40408,41,12127,0.40309,0.40507
1996,Schleswig-Holstein,female,Good,0.60400,60,12127,0.60300,0.60500
1996,Schleswig-Holstein,female,Satisfactory,0.39600,47,12127,0.39500,0.39700
1996,Lower Saxony,male,Very good,0.08051,46,12127,0.08020,0.08083
1996,Lower Saxony,male,Good,0.42758,230,12127,0.42701,0.42816
1996,Lower Saxony,male,Satisfactory,0.38172,167,12127,0.38115,0.38228
1996,Lower Saxony,male,Poor,0.11019,48,12127,0.10982,0.11055
1996,Lower Saxony,female,Very good,0.10363,52,12127,0.10329,0.10398
1996,Lower Saxony,female,Good,0.35286,192,12127,0.35232,0.35340
1996,Lower Saxony,female,Satisfactory,0.36378,179,12127,0.36323,0.36433
1996,Lower Saxony,female,Poor,0.17973,86,12127,0.17929,0.18016
1996,North Rhine-Westphalia,male,Very good,0.10494,146,12127,0.10471,0.10518
1996,North Rhine-Westphalia,male,Good,0.40391,507,12127,0.40354,0.40428
1996,North Rhine-Westphalia,male,Satisfactory,0.33846,379,12127,0.33810,0.33881
1996,North Rhine-Westphalia,male,Poor,0.11937,145,12127,0.11913,0.11962
1996,North Rhine-Westphalia,male,Bad,0.03332,38,12127,0.03318,0.03345
1996,North Rhine-Westphalia,female,Very good,0.08057,141,12127,0.08038,0.08077
1996,North Rhine-Westphalia,female,Good,0.34148,501,12127,0.34114,0.34181
1996,North Rhine-Westphalia,female,Satisfactory,0.36567,458,12127,0.36533,0.36601
1996,North Rhine-Westphalia,female,Poor,0.15671,173,12127,0.15645,0.15697
1996,North Rhine-Westphalia,female,Bad,0.05557,63,12127,0.05541,0.05573
1996,Hesse,male,Very good,0.08903,61,12127,0.08866,0.08939
1996,Hesse,male,Good,0.44586,183,12127,0.44523,0.44650
1996,Hesse,male,Satisfactory,0.34946,129,12127,0.34884,0.35007
1996,Hesse,male,Poor,0.11565,45,12127,0.11524,0.11606
1996,Hesse,female,Very good,0.10221,56,12127,0.10183,0.10259
1996,Hesse,female,Good,0.37107,180,12127,0.37046,0.37168
1996,Hesse,female,Satisfactory,0.34272,141,12127,0.34212,0.34332
1996,Hesse,female,Poor,0.18400,71,12127,0.18352,0.18449
1996,"Rhineland-Palatinate, Saarland",male,Very good,0.12299,45,12127,0.12251,0.12347
1996,"Rhineland-Palatinate, Saarland",male,Good,0.47304,140,12127,0.47232,0.47377
1996,"Rhineland-Palatinate, Saarland",male,Satisfactory,0.40396,109,12127,0.40325,0.40468
1996,"Rhineland-Palatinate, Saarland",female,Very good,0.09888,38,12127,0.09847,0.09930
1996,"Rhineland-Palatinate, Saarland",female,Good,0.33938,142,12127,0.33872,0.34003
1996,"Rhineland-Palatinate, Saarland",female,Satisfactory,0.39566,111,12127,0.39499,0.39634
1996,"Rhineland-Palatinate, Saarland",female,Poor,0.16608,52,12127,0.16556,0.16659
1996,Baden-Wuerttemberg,male,Very good,0.08743,98,12127,0.08716,0.08771
1996,Baden-Wuerttemberg,male,Good,0.38856,345,12127,0.38808,0.38903
1996,Baden-Wuerttemberg,male,Satisfactory,0.33867,252,12127,0.33821,0.33914
1996,Baden-Wuerttemberg,male,Poor,0.14406,105,12127,0.14371,0.14440
1996,Baden-Wuerttemberg,male,Bad,0.04128,32,12127,0.04109,0.04148
1996,Baden-Wuerttemberg,female,Very good,0.07901,74,12127,0.07876,0.07926
1996,Baden-Wuerttemberg,female,Good,0.36497,340,12127,0.36452,0.36543
1996,Baden-Wuerttemberg,female,Satisfactory,0.39718,299,12127,0.39672,0.39764
1996,Baden-Wuerttemberg,female,Poor,0.15883,132,12127,0.15849,0.15918
1996,Bavaria,male,Very good,0.10410,101,12127,0.10381,0.10438
1996,Bavaria,male,Good,0.43235,360,12127,0.43189,0.43281
1996,Bavaria,male,Satisfactory,0.32172,227,12127,0.32129,0.32215
1996,Bavaria,male,Poor,0.14184,104,12127,0.14151,0.14216
1996,Bavaria,female,Very good,0.09537,90,12127,0.09510,0.09564
1996,Bavaria,female,Good,0.35463,324,12127,0.35419,0.35508
1996,Bavaria,female,Satisfactory,0.35155,269,12127,0.35110,0.35199
1996,Bavaria,female,Poor,0.19845,128,12127,0.19808,0.19882
1996,Berlin,male,Good,0.37109,82,12127,0.37024,0.37195
1996,Berlin,male,Satisfactory,0.46872,102,12127,0.46784,0.46961
1996,Berlin,male,Poor,0.16018,34,12127,0.15953,0.16083
1996,Berlin,female,Good,0.37357,95,12127,0.37276,0.37439
1996,Berlin,female,Satisfactory,0.40781,94,12127,0.40698,0.40864
1996,Berlin,female,Poor,0.21862,57,12127,0.21792,0.21932
1996,Brandenburg,male,Good,0.54122,125,12127,0.54015,0.54228
1996,Brandenburg,male,Satisfactory,0.45878,105,12127,0.45772,0.45985
1996,Brandenburg,female,Good,0.40900,121,12127,0.40801,0.41000
1996,Brandenburg,female,Satisfactory,0.38545,104,12127,0.38446,0.38643
1996,Brandenburg,female,Poor,0.20555,50,12127,0.20473,0.20637
1996,Mecklenburg-Western Pomerania,male,Good,0.48882,88,12127,0.48757,0.49006
1996,Mecklenburg-Western Pomerania,male,Satisfactory,0.51118,76,12127,0.50994,0.51243
1996,Mecklenburg-Western Pomerania,female,Good,0.37819,76,12127,0.37701,0.37936
1996,Mecklenburg-Western Pomerania,female,Satisfactory,0.42606,70,12127,0.42486,0.42726
1996,Mecklenburg-Western Pomerania,female,Poor,0.19575,36,12127,0.19479,0.19671
1996,Saxony,male,Very good,0.05364,36,12127,0.05331,0.05397
1996,Saxony,male,Good,0.46461,243,12127,0.46388,0.46534
1996,Saxony,male,Satisfactory,0.36993,183,12127,0.36922,0.37064
