year,bula_h,migback,ple0008,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1992,Mecklenburg-Western Pomerania,No migration background,Very good,0.12995,59,363,0.09531,0.16459
1992,Mecklenburg-Western Pomerania,No migration background,Good,0.48401,201,363,0.43253,0.53549
1992,Mecklenburg-Western Pomerania,No migration background,Satisfactory,0.27679,103,363,0.23070,0.32288
1992,Saxony,No migration background,Very good,0.13001,159,1094,0.11007,0.14995
1992,Saxony,No migration background,Good,0.41424,512,1094,0.38504,0.44344
1992,Saxony,No migration background,Satisfactory,0.32816,332,1094,0.30032,0.35600
1992,Saxony,No migration background,Poor,0.10322,91,1094,0.08518,0.12126
1992,Saxony-Anhalt,No migration background,Very good,0.17805,125,710,0.14989,0.20621
1992,Saxony-Anhalt,No migration background,Good,0.37633,320,710,0.34067,0.41199
1992,Saxony-Anhalt,No migration background,Satisfactory,0.27508,192,710,0.24221,0.30796
1992,Saxony-Anhalt,No migration background,Poor,0.11466,73,710,0.09121,0.13812
1992,Thuringa,No migration background,Very good,0.13665,99,634,0.10989,0.16341
1992,Thuringa,No migration background,Good,0.43228,315,634,0.39369,0.47087
1992,Thuringa,No migration background,Satisfactory,0.26505,160,634,0.23066,0.29943
1992,Thuringa,No migration background,Poor,0.11417,60,634,0.08939,0.13894
1994,Schleswig-Holstein,No migration background,Good,0.40033,108,219,0.33529,0.46537
1994,Schleswig-Holstein,No migration background,Satisfactory,0.31907,73,219,0.25719,0.38094
1994,Schleswig-Holstein,No migration background,Poor,0.15402,38,219,0.10610,0.20193
1994,Hamburg,No migration background,Good,0.42147,43,43,0.27213,0.57081
1994,Lower Saxony,No migration background,Very good,0.08336,70,796,0.06414,0.10258
1994,Lower Saxony,No migration background,Good,0.38096,315,796,0.34720,0.41471
1994,Lower Saxony,No migration background,Satisfactory,0.32948,278,796,0.29680,0.36215
1994,Lower Saxony,No migration background,Poor,0.15261,96,796,0.12761,0.17761
1994,Lower Saxony,No migration background,Bad,0.05360,37,796,0.03794,0.06925
1994,Lower Saxony,Direct migration background,Good,0.44823,51,89,0.34432,0.55214
1994,Lower Saxony,Direct migration background,Satisfactory,0.26885,38,89,0.17622,0.36148
1994,North Rhine-Westphalia,No migration background,Very good,0.08821,173,1726,0.07482,0.10159
1994,North Rhine-Westphalia,No migration background,Good,0.36962,683,1726,0.34684,0.39239
1994,North Rhine-Westphalia,No migration background,Satisfactory,0.32984,541,1726,0.30766,0.35203
1994,North Rhine-Westphalia,No migration background,Poor,0.17229,273,1726,0.15447,0.19012
1994,North Rhine-Westphalia,No migration background,Bad,0.04004,56,1726,0.03079,0.04929
1994,North Rhine-Westphalia,Direct migration background,Very good,0.09565,62,547,0.07098,0.12031
1994,North Rhine-Westphalia,Direct migration background,Good,0.37490,232,547,0.33429,0.41551
1994,North Rhine-Westphalia,Direct migration background,Satisfactory,0.31811,162,547,0.27904,0.35718
1994,North Rhine-Westphalia,Direct migration background,Poor,0.16572,91,547,0.13453,0.19691
1994,North Rhine-Westphalia,Indirect migration background,Very good,0.24101,40,130,0.16720,0.31481
1994,North Rhine-Westphalia,Indirect migration background,Good,0.41650,59,130,0.33142,0.50157
1994,North Rhine-Westphalia,Indirect migration background,Satisfactory,0.21080,31,130,0.14041,0.28119
1994,Hesse,No migration background,Very good,0.06808,44,544,0.04690,0.08927
1994,Hesse,No migration background,Good,0.41578,252,544,0.37433,0.45723
1994,Hesse,No migration background,Satisfactory,0.32140,173,544,0.28211,0.36068
1994,Hesse,No migration background,Poor,0.15090,75,544,0.12079,0.18101
1994,Hesse,Direct migration background,Very good,0.12599,40,276,0.08677,0.16521
1994,Hesse,Direct migration background,Good,0.40621,129,276,0.34817,0.46426
1994,Hesse,Direct migration background,Satisfactory,0.19628,60,276,0.14933,0.24322
1994,Hesse,Direct migration background,Poor,0.17166,47,276,0.12709,0.21623
1994,"Rhineland-Palatinate, Saarland",No migration background,Very good,0.07750,49,495,0.05392,0.10108
1994,"Rhineland-Palatinate, Saarland",No migration background,Good,0.36483,202,495,0.32238,0.40728
1994,"Rhineland-Palatinate, Saarland",No migration background,Satisfactory,0.33796,159,495,0.29625,0.37967
1994,"Rhineland-Palatinate, Saarland",No migration background,Poor,0.17787,85,495,0.14414,0.21159
1994,"Rhineland-Palatinate, Saarland",Direct migration background,Good,0.51301,51,51,0.37447,0.65156
1994,Baden-Wuerttemberg,No migration background,Very good,0.06832,77,972,0.05245,0.08419
1994,Baden-Wuerttemberg,No migration background,Good,0.38914,404,972,0.35847,0.41980
1994,Baden-Wuerttemberg,No migration background,Satisfactory,0.36488,341,972,0.33460,0.39516
1994,Baden-Wuerttemberg,No migration background,Poor,0.12829,115,972,0.10725,0.14932
1994,Baden-Wuerttemberg,No migration background,Bad,0.04938,35,972,0.03575,0.06300
1994,Baden-Wuerttemberg,Direct migration background,Very good,0.10192,76,607,0.07783,0.12600
1994,Baden-Wuerttemberg,Direct migration background,Good,0.36022,246,607,0.32199,0.39844
1994,Baden-Wuerttemberg,Direct migration background,Satisfactory,0.30664,172,607,0.26992,0.34335
1994,Baden-Wuerttemberg,Direct migration background,Poor,0.19483,113,607,0.16329,0.22636
1994,Baden-Wuerttemberg,Indirect migration background,Very good,0.25876,39,100,0.17249,0.34503
1994,Baden-Wuerttemberg,Indirect migration background,Good,0.41577,61,100,0.31868,0.51285
1994,Bavaria,No migration background,Very good,0.08712,136,1188,0.07108,0.10316
1994,Bavaria,No migration background,Good,0.37203,473,1188,0.34453,0.39952
1994,Bavaria,No migration background,Satisfactory,0.36118,393,1188,0.33386,0.38851
1994,Bavaria,No migration background,Poor,0.13772,146,1188,0.11812,0.15732
1994,Bavaria,No migration background,Bad,0.04195,40,1188,0.03055,0.05336
1994,Bavaria,Direct migration background,Very good,0.14176,38,310,0.10287,0.18065
1994,Bavaria,Direct migration background,Good,0.37854,140,310,0.32446,0.43262
1994,Bavaria,Direct migration background,Satisfactory,0.29421,88,310,0.24340,0.34502
1994,Bavaria,Direct migration background,Poor,0.13778,44,310,0.09935,0.17621
1994,Berlin,No migration background,Very good,0.09102,42,430,0.06380,0.11824
1994,Berlin,No migration background,Good,0.31706,160,430,0.27302,0.36109
1994,Berlin,No migration background,Satisfactory,0.36274,153,430,0.31724,0.40823
1994,Berlin,No migration background,Poor,0.18058,75,430,0.14418,0.21698
1994,Brandenburg,No migration background,Very good,0.08164,54,568,0.05911,0.10418
1994,Brandenburg,No migration background,Good,0.34525,221,568,0.30612,0.38439
1994,Brandenburg,No migration background,Satisfactory,0.39735,220,568,0.35707,0.43763
1994,Brandenburg,No migration background,Poor,0.14523,73,568,0.11623,0.17423
1994,Mecklenburg-Western Pomerania,No migration background,Very good,0.08309,33,386,0.05552,0.11066
1994,Mecklenburg-Western Pomerania,No migration background,Good,0.42778,173,386,0.37836,0.47721
1994,Mecklenburg-Western Pomerania,No migration background,Satisfactory,0.34004,134,386,0.29272,0.38736
1994,Mecklenburg-Western Pomerania,No migration background,Poor,0.10791,46,386,0.07692,0.13890
1994,Saxony,No migration background,Very good,0.07205,92,1081,0.05663,0.08747
1994,Saxony,No migration background,Good,0.38942,455,1081,0.36034,0.41851
1994,Saxony,No migration background,Satisfactory,0.37603,383,1081,0.34714,0.40491
1994,Saxony,No migration background,Poor,0.11763,113,1081,0.09841,0.13684
1994,Saxony,No migration background,Bad,0.04488,38,1081,0.03253,0.05723
1994,Saxony-Anhalt,No migration background,Very good,0.08507,60,650,0.06361,0.10654
1994,Saxony-Anhalt,No migration background,Good,0.41202,298,650,0.37415,0.44989
1994,Saxony-Anhalt,No migration background,Satisfactory,0.32813,203,650,0.29201,0.36426
1994,Saxony-Anhalt,No migration background,Poor,0.13927,89,650,0.11263,0.16591
1994,Thuringa,No migration background,Very good,0.09056,53,617,0.06790,0.11322
1994,Thuringa,No migration background,Good,0.36878,261,617,0.33068,0.40689
1994,Thuringa,No migration background,Satisfactory,0.38454,237,617,0.34612,0.42296
1994,Thuringa,No migration background,Poor,0.10952,66,617,0.08486,0.13419
1995,Schleswig-Holstein,No migration background,Good,0.40370,105,222,0.33902,0.46839
1995,Schleswig-Holstein,No migration background,Satisfactory,0.35675,79,222,0.29359,0.41991
1995,Schleswig-Holstein,No migration background,Poor,0.15764,38,222,0.10959,0.20568
1995,Hamburg,No migration background,Good,0.37767,40,40,0.22551,0.52982
1995,Lower Saxony,No migration background,Very good,0.06629,63,796,0.04900,0.08359
1995,Lower Saxony,No migration background,Good,0.38873,331,796,0.35484,0.42261
1995,Lower Saxony,No migration background,Satisfactory,0.33815,263,796,0.30527,0.37104
1995,Lower Saxony,No migration background,Poor,0.16266,105,796,0.13701,0.18832
1995,Lower Saxony,No migration background,Bad,0.04417,34,796,0.02988,0.05845
1995,Lower Saxony,Direct migration background,Good,0.46761,89,148,0.38695,0.54827
1995,Lower Saxony,Direct migration background,Satisfactory,0.25588,59,148,0.18534,0.32642
1995,North Rhine-Westphalia,No migration background,Very good,0.07566,162,1737,0.06322,0.08810
1995,North Rhine-Westphalia,No migration background,Good,0.38508,727,1737,0.36219,0.40797
1995,North Rhine-Westphalia,No migration background,Satisfactory,0.35197,564,1737,0.32950,0.37443
1995,North Rhine-Westphalia,No migration background,Poor,0.14462,228,1737,0.12807,0.16116
1995,North Rhine-Westphalia,No migration background,Bad,0.04267,56,1737,0.03317,0.05218
1995,North Rhine-Westphalia,Direct migration background,Very good,0.12029,79,687,0.09595,0.14463
1995,North Rhine-Westphalia,Direct migration background,Good,0.39316,288,687,0.35661,0.42971
1995,North Rhine-Westphalia,Direct migration background,Satisfactory,0.30239,182,687,0.26802,0.33676
1995,North Rhine-Westphalia,Direct migration background,Poor,0.13950,104,687,0.11358,0.16543
1995,North Rhine-Westphalia,Direct migration background,Bad,0.04466,34,687,0.02920,0.06012
1995,North Rhine-Westphalia,Indirect migration background,Very good,0.27965,43,111,0.19578,0.36353
1995,North Rhine-Westphalia,Indirect migration background,Good,0.36362,68,111,0.27372,0.45351
1995,Hesse,No migration background,Very good,0.08162,47,558,0.05888,0.10435
1995,Hesse,No migration background,Good,0.41454,247,558,0.37363,0.45545
1995,Hesse,No migration background,Satisfactory,0.32975,189,558,0.29071,0.36879
1995,Hesse,No migration background,Poor,0.14489,75,558,0.11566,0.17412
1995,Hesse,Direct migration background,Good,0.38861,141,272,0.33057,0.44664
1995,Hesse,Direct migration background,Satisfactory,0.31007,78,272,0.25500,0.36514
1995,Hesse,Direct migration background,Poor,0.18003,53,272,0.13429,0.22578
1995,"Rhineland-Palatinate, Saarland",No migration background,Very good,0.08383,51,493,0.05934,0.10832
1995,"Rhineland-Palatinate, Saarland",No migration background,Good,0.34781,192,493,0.30572,0.38990
1995,"Rhineland-Palatinate, Saarland",No migration background,Satisfactory,0.35905,176,493,0.31666,0.40144
1995,"Rhineland-Palatinate, Saarland",No migration background,Poor,0.17071,74,493,0.13746,0.20395
1995,"Rhineland-Palatinate, Saarland",Direct migration background,Good,0.49669,87,137,0.41266,0.58073
1995,"Rhineland-Palatinate, Saarland",Direct migration background,Satisfactory,0.25611,50,137,0.18275,0.32947
1995,Baden-Wuerttemberg,No migration background,Very good,0.05746,72,985,0.04292,0.07200
1995,Baden-Wuerttemberg,No migration background,Good,0.37398,408,985,0.34375,0.40421
1995,Baden-Wuerttemberg,No migration background,Satisfactory,0.38424,345,985,0.35384,0.41463
1995,Baden-Wuerttemberg,No migration background,Poor,0.14540,127,985,0.12337,0.16742
1995,Baden-Wuerttemberg,No migration background,Bad,0.03892,33,985,0.02684,0.05101
1995,Baden-Wuerttemberg,Direct migration background,Very good,0.13093,82,648,0.10494,0.15692
1995,Baden-Wuerttemberg,Direct migration background,Good,0.36032,260,648,0.32333,0.39731
1995,Baden-Wuerttemberg,Direct migration background,Satisfactory,0.30077,199,648,0.26544,0.33611
1995,Baden-Wuerttemberg,Direct migration background,Poor,0.15081,107,648,0.12323,0.17838
1995,Baden-Wuerttemberg,Indirect migration background,Very good,0.21171,39,100,0.13124,0.29218
1995,Baden-Wuerttemberg,Indirect migration background,Good,0.52262,61,100,0.42423,0.62101
1995,Bavaria,No migration background,Very good,0.09091,135,1212,0.07472,0.10710
1995,Bavaria,No migration background,Good,0.37971,496,1212,0.35238,0.40705
1995,Bavaria,No migration background,Satisfactory,0.33349,382,1212,0.30694,0.36005
1995,Bavaria,No migration background,Poor,0.15632,160,1212,0.13587,0.17678
1995,Bavaria,No migration background,Bad,0.03956,39,1212,0.02858,0.05054
1995,Bavaria,Direct migration background,Very good,0.16533,52,372,0.12753,0.20313
1995,Bavaria,Direct migration background,Good,0.37928,158,372,0.32991,0.42866
1995,Bavaria,Direct migration background,Satisfactory,0.23958,105,372,0.19615,0.28302
1995,Bavaria,Direct migration background,Poor,0.15836,57,372,0.12121,0.19551
1995,Bavaria,Indirect migration background,Good,0.44051,33,33,0.26850,0.61252
1995,Berlin,No migration background,Good,0.37548,173,405,0.32826,0.42271
1995,Berlin,No migration background,Satisfactory,0.31116,146,405,0.26601,0.35630
1995,Berlin,No migration background,Poor,0.20703,86,405,0.16752,0.24654
1995,Berlin,Direct migration background,Good,0.45601,42,42,0.30355,0.60846
1995,Brandenburg,No migration background,Very good,0.07353,51,551,0.05172,0.09535
1995,Brandenburg,No migration background,Good,0.40087,238,551,0.35991,0.44183
1995,Brandenburg,No migration background,Satisfactory,0.34875,193,551,0.30892,0.38858
1995,Brandenburg,No migration background,Poor,0.13189,69,551,0.10361,0.16016
1995,Mecklenburg-Western Pomerania,No migration background,Very good,0.09549,37,391,0.06632,0.12466
1995,Mecklenburg-Western Pomerania,No migration background,Good,0.40914,179,391,0.36034,0.45794
1995,Mecklenburg-Western Pomerania,No migration background,Satisfactory,0.35576,127,391,0.30825,0.40328
1995,Mecklenburg-Western Pomerania,No migration background,Poor,0.11390,48,391,0.08237,0.14544
1995,Saxony,No migration background,Very good,0.06299,79,1019,0.04807,0.07792
1995,Saxony,No migration background,Good,0.38663,428,1019,0.35671,0.41654
1995,Saxony,No migration background,Satisfactory,0.37394,384,1019,0.34422,0.40366
1995,Saxony,No migration background,Poor,0.13868,128,1019,0.11745,0.15991
1995,Saxony-Anhalt,No migration background,Very good,0.05065,43,625,0.03344,0.06785
1995,Saxony-Anhalt,No migration background,Good,0.38938,271,625,0.35112,0.42764
1995,Saxony-Anhalt,No migration background,Satisfactory,0.36007,220,625,0.32241,0.39774
1995,Saxony-Anhalt,No migration background,Poor,0.14592,91,625,0.11822,0.17362
1995,Thuringa,No migration background,Very good,0.07441,51,604,0.05346,0.09536
1995,Thuringa,No migration background,Good,0.37436,242,604,0.33573,0.41298
1995,Thuringa,No migration background,Satisfactory,0.38386,242,604,0.34504,0.42268
1995,Thuringa,No migration background,Poor,0.12158,69,604,0.09549,0.14766
1996,Schleswig-Holstein,No migration background,Good,0.46335,110,188,0.39188,0.53482
1996,Schleswig-Holstein,No migration background,Satisfactory,0.31347,78,188,0.24698,0.37996
1996,Hamburg,No migration background,Good,0.40405,39,39,0.24803,0.56008
1996,Lower Saxony,No migration background,Very good,0.07899,64,810,0.06041,0.09758
1996,Lower Saxony,No migration background,Good,0.37534,342,810,0.34197,0.40871
1996,Lower Saxony,No migration background,Satisfactory,0.36652,270,810,0.33331,0.39972
1996,Lower Saxony,No migration background,Poor,0.13455,103,810,0.11104,0.15807
1996,Lower Saxony,No migration background,Bad,0.04459,31,810,0.03037,0.05882
1996,Lower Saxony,Direct migration background,Good,0.35068,68,134,0.26958,0.43177
1996,Lower Saxony,Direct migration background,Satisfactory,0.26692,66,134,0.19174,0.34209
1996,North Rhine-Westphalia,No migration background,Very good,0.08379,176,1734,0.07075,0.09684
1996,North Rhine-Westphalia,No migration background,Good,0.36896,678,1734,0.34624,0.39168
1996,North Rhine-Westphalia,No migration background,Satisfactory,0.35945,600,1734,0.33686,0.38204
1996,North Rhine-Westphalia,No migration background,Poor,0.14410,219,1734,0.12756,0.16063
1996,North Rhine-Westphalia,No migration background,Bad,0.04370,61,1734,0.03408,0.05333
1996,North Rhine-Westphalia,Direct migration background,Very good,0.11385,69,655,0.08950,0.13819
1996,North Rhine-Westphalia,Direct migration background,Good,0.36549,253,655,0.32858,0.40240
1996,North Rhine-Westphalia,Direct migration background,Satisfactory,0.34535,205,655,0.30891,0.38179
1996,North Rhine-Westphalia,Direct migration background,Poor,0.11565,90,655,0.09114,0.14016
1996,North Rhine-Westphalia,Direct migration background,Bad,0.05967,38,655,0.04151,0.07782
1996,North Rhine-Westphalia,Indirect migration background,Very good,0.20757,42,151,0.14267,0.27248
1996,North Rhine-Westphalia,Indirect migration background,Good,0.44695,77,151,0.36738,0.52651
1996,North Rhine-Westphalia,Indirect migration background,Satisfactory,0.20612,32,151,0.14138,0.27085
1996,Hesse,No migration background,Very good,0.07864,49,544,0.05600,0.10128
1996,Hesse,No migration background,Good,0.38789,232,544,0.34691,0.42888
1996,Hesse,No migration background,Satisfactory,0.34831,186,544,0.30824,0.38839
1996,Hesse,No migration background,Poor,0.14873,77,544,0.11880,0.17866
1996,Hesse,Direct migration background,Very good,0.11318,43,268,0.07518,0.15118
1996,Hesse,Direct migration background,Good,0.38325,113,268,0.32493,0.44157
1996,Hesse,Direct migration background,Satisfactory,0.25726,77,268,0.20483,0.30969
1996,Hesse,Direct migration background,Poor,0.12762,35,268,0.08759,0.16764
1996,"Rhineland-Palatinate, Saarland",No migration background,Very good,0.09468,59,486,0.06862,0.12073
1996,"Rhineland-Palatinate, Saarland",No migration background,Good,0.35045,191,486,0.30799,0.39291
1996,"Rhineland-Palatinate, Saarland",No migration background,Satisfactory,0.37745,168,486,0.33431,0.42059
1996,"Rhineland-Palatinate, Saarland",No migration background,Poor,0.14495,68,486,0.11362,0.17629
1996,"Rhineland-Palatinate, Saarland",Direct migration background,Good,0.47173,83,132,0.38624,0.55721
1996,"Rhineland-Palatinate, Saarland",Direct migration background,Satisfactory,0.32994,49,132,0.24942,0.41046
1996,Baden-Wuerttemberg,No migration background,Very good,0.07364,84,926,0.05681,0.09047
1996,Baden-Wuerttemberg,No migration background,Good,0.37635,389,926,0.34513,0.40758
1996,Baden-Wuerttemberg,No migration background,Satisfactory,0.36680,325,926,0.33574,0.39785
1996,Baden-Wuerttemberg,No migration background,Poor,0.15596,128,926,0.13258,0.17934
1996,Baden-Wuerttemberg,Direct migration background,Very good,0.07843,54,620,0.05725,0.09961
1996,Baden-Wuerttemberg,Direct migration background,Good,0.35590,233,620,0.31818,0.39362
1996,Baden-Wuerttemberg,Direct migration background,Satisfactory,0.36507,197,620,0.32714,0.40300
1996,Baden-Wuerttemberg,Direct migration background,Poor,0.14466,103,620,0.11695,0.17237
1996,Baden-Wuerttemberg,Direct migration background,Bad,0.05593,33,620,0.03783,0.07404
1996,Baden-Wuerttemberg,Indirect migration background,Very good,0.31203,34,97,0.21935,0.40471
1996,Baden-Wuerttemberg,Indirect migration background,Good,0.35598,63,97,0.26020,0.45177
1996,Bavaria,No migration background,Very good,0.08653,128,1187,0.07053,0.10253
1996,Bavaria,No migration background,Good,0.37966,493,1187,0.35204,0.40728
1996,Bavaria,No migration background,Satisfactory,0.32791,362,1187,0.30119,0.35463
1996,Bavaria,No migration background,Poor,0.16400,167,1187,0.14293,0.18507
1996,Bavaria,No migration background,Bad,0.04191,37,1187,0.03050,0.05331
1996,Bavaria,Direct migration background,Very good,0.12065,43,367,0.08728,0.15402
1996,Bavaria,Direct migration background,Good,0.35341,150,367,0.30444,0.40238
1996,Bavaria,Direct migration background,Satisfactory,0.30336,115,367,0.25627,0.35046
1996,Bavaria,Direct migration background,Poor,0.16845,59,367,0.13011,0.20680
1996,Bavaria,Indirect migration background,Good,0.42226,41,41,0.26920,0.57533
1996,Berlin,No migration background,Very good,0.06822,41,425,0.04422,0.09222
1996,Berlin,No migration background,Good,0.33461,144,425,0.28969,0.37952
1996,Berlin,No migration background,Satisfactory,0.39443,169,425,0.34791,0.44095
1996,Berlin,No migration background,Poor,0.16808,71,425,0.13249,0.20367
1996,Brandenburg,No migration background,Very good,0.06130,42,557,0.04136,0.08124
1996,Brandenburg,No migration background,Good,0.39294,238,557,0.35234,0.43353
1996,Brandenburg,No migration background,Satisfactory,0.35166,201,557,0.31197,0.39135
1996,Brandenburg,No migration background,Poor,0.14880,76,557,0.11922,0.17838
1996,Mecklenburg-Western Pomerania,No migration background,Good,0.38504,162,351,0.33406,0.43602
1996,Mecklenburg-Western Pomerania,No migration background,Satisfactory,0.40558,141,351,0.35414,0.45703
1996,Mecklenburg-Western Pomerania,No migration background,Poor,0.11897,48,351,0.08505,0.15288
1996,Saxony,No migration background,Very good,0.05176,72,1031,0.03823,0.06530
1996,Saxony,No migration background,Good,0.40334,448,1031,0.37338,0.43329
1996,Saxony,No migration background,Satisfactory,0.37772,390,1031,0.34812,0.40733
1996,Saxony,No migration background,Poor,0.13186,121,1031,0.11119,0.15252
1996,Saxony-Anhalt,No migration background,Very good,0.04614,37,618,0.02959,0.06270
1996,Saxony-Anhalt,No migration background,Good,0.38606,261,618,0.34765,0.42448
1996,Saxony-Anhalt,No migration background,Satisfactory,0.37849,231,618,0.34021,0.41676
1996,Saxony-Anhalt,No migration background,Poor,0.15204,89,618,0.12371,0.18037
1996,Thuringa,No migration background,Very good,0.06117,41,612,0.04217,0.08018
1996,Thuringa,No migration background,Good,0.37926,259,612,0.34079,0.41774
1996,Thuringa,No migration background,Satisfactory,0.42469,258,612,0.38549,0.46388
1996,Thuringa,No migration background,Poor,0.09454,54,612,0.07134,0.11774
1997,Schleswig-Holstein,No migration background,Good,0.43950,107,189,0.36856,0.51045
1997,Schleswig-Holstein,No migration background,Satisfactory,0.35803,82,189,0.28950,0.42656
1997,Lower Saxony,No migration background,Very good,0.07765,69,796,0.05904,0.09625
1997,Lower Saxony,No migration background,Good,0.37303,331,796,0.33942,0.40665
1997,Lower Saxony,No migration background,Satisfactory,0.36853,278,796,0.33499,0.40206
1997,Lower Saxony,No migration background,Poor,0.12197,81,796,0.09922,0.14472
1997,Lower Saxony,No migration background,Bad,0.05882,37,796,0.04246,0.07517
