"year","alter_gr","sex","mean","median","n","lower_confidence","upper_confidence"
"2004","66 und älter","weiblich","4.88","6","51","3.88","5.88"
"2005","16-34 Jahre alt","maennlich","6.45","7","483","6.21","6.69"
"2005","16-34 Jahre alt","weiblich","6.39","7","786","6.19","6.59"
"2005","35-65 Jahre alt","maennlich","6.05","7","1245","5.91","6.19"
"2005","35-65 Jahre alt","weiblich","6.08","7","1104","5.92","6.24"
"2005","66 und älter","maennlich","4.24","5","53","3.21","5.27"
"2005","66 und älter","weiblich","4","4","61","3.03","4.97"
"2006","16-34 Jahre alt","maennlich","6.04","7","460","5.79","6.29"
"2006","16-34 Jahre alt","weiblich","6.45","7","758","6.26","6.64"
"2006","35-65 Jahre alt","maennlich","6.25","7","1195","6.11","6.39"
"2006","35-65 Jahre alt","weiblich","5.92","7","1101","5.76","6.08"
"2006","66 und älter","maennlich","4.67","5","45","3.53","5.81"
"2006","66 und älter","weiblich","3.69","0","43","2.45","4.93"
"2007","16-34 Jahre alt","maennlich","6.47","7","399","6.21","6.73"
"2007","16-34 Jahre alt","weiblich","6.4","7","674","6.2","6.6"
"2007","35-65 Jahre alt","maennlich","6.27","7","1167","6.13","6.41"
"2007","35-65 Jahre alt","weiblich","6.05","7","1084","5.89","6.21"
"2007","66 und älter","maennlich","3.55","0","47","2.45","4.65"
"2007","66 und älter","weiblich","4.03","4","62","3.09","4.97"
"2008","16-34 Jahre alt","maennlich","6.21","7","349","5.93","6.49"
"2008","16-34 Jahre alt","weiblich","6.87","8","559","6.66","7.08"
"2008","35-65 Jahre alt","maennlich","6.69","7","999","6.55","6.83"
"2008","35-65 Jahre alt","weiblich","6.65","7","896","6.48","6.82"
"2008","66 und älter","maennlich","6.41","7","35","5.11","7.71"
"2008","66 und älter","weiblich","4.39","5","32","3.02","5.76"
"2009","16-34 Jahre alt","maennlich","6.7","7","309","6.42","6.98"
"2009","16-34 Jahre alt","weiblich","7.18","8","522","6.96","7.4"
"2009","35-65 Jahre alt","maennlich","6.57","7","939","6.41","6.73"
"2009","35-65 Jahre alt","weiblich","6.62","7","848","6.45","6.79"
"2009","66 und älter","maennlich","3.38","4","32","2.09","4.67"
"2009","66 und älter","weiblich","2.71","0","35","1.57","3.85"
"2010","16-34 Jahre alt","maennlich","6.96","8","950","6.8","7.12"
"2010","16-34 Jahre alt","weiblich","7.04","8","1746","6.91","7.17"
"2010","35-65 Jahre alt","maennlich","6.61","7","2089","6.51","6.71"
"2010","35-65 Jahre alt","weiblich","6.77","8","2015","6.65","6.89"
"2010","66 und älter","maennlich","4.11","1.19","38","2.73","5.49"
"2010","66 und älter","weiblich","4.34","5","43","3.15","5.53"
"2011","16-34 Jahre alt","maennlich","6.72","7","846","6.56","6.88"
"2011","16-34 Jahre alt","weiblich","7.23","8","1667","7.11","7.35"
"2011","35-65 Jahre alt","maennlich","7.05","8","2365","6.96","7.14"
"2011","35-65 Jahre alt","weiblich","7.21","8","2260","7.11","7.31"
"2011","66 und älter","maennlich","5.01","6","54","3.99","6.03"
"2011","66 und älter","weiblich","3.73","4","69","2.78","4.68"
"2012","16-34 Jahre alt","maennlich","7.12","8","727","6.96","7.28"
"2012","16-34 Jahre alt","weiblich","7.26","8","1467","7.14","7.38"
"2012","35-65 Jahre alt","maennlich","7.12","8","2283","7.03","7.21"
"2012","35-65 Jahre alt","weiblich","7.32","8","2163","7.22","7.42"
"2012","66 und älter","maennlich","5.3","6","38","4.1","6.5"
"2012","66 und älter","weiblich","5.37","6","47","4.24","6.5"
"2013","16-34 Jahre alt","maennlich","6.57","7","596","6.37","6.77"
"2013","16-34 Jahre alt","weiblich","7.08","8","1241","6.95","7.21"
"2013","35-65 Jahre alt","maennlich","7.3","8","2108","7.21","7.39"
"2013","35-65 Jahre alt","weiblich","7.4","8","2089","7.31","7.49"
"2013","66 und älter","maennlich","5.66","7","40","4.47","6.85"
"2013","66 und älter","weiblich","4.26","4.25","39","3.12","5.4"
"2014","16-34 Jahre alt","maennlich","6.93","7","654","6.75","7.11"
"2014","16-34 Jahre alt","weiblich","7.3","8","1257","7.17","7.43"
"2014","35-65 Jahre alt","maennlich","7.2","8","2214","7.11","7.29"
"2014","35-65 Jahre alt","weiblich","7.21","8","2150","7.11","7.31"
"2014","66 und älter","maennlich","4.49","5","50","3.42","5.56"
"2014","66 und älter","weiblich","4.47","4","37","3.22","5.72"
"2015","16-34 Jahre alt","maennlich","7.27","8","510","7.07","7.47"
"2015","16-34 Jahre alt","weiblich","7.51","8","950","7.37","7.65"
"2015","35-65 Jahre alt","maennlich","7.29","8","1826","7.2","7.38"
"2015","35-65 Jahre alt","weiblich","7.29","8","1908","7.19","7.39"
"2015","66 und älter","maennlich","7.25","8","43","6.31","8.19"
"2015","66 und älter","weiblich","5.64","7","41","4.52","6.76"
"2016","16-34 Jahre alt","maennlich","7.09","8","478","6.89","7.29"
"2016","16-34 Jahre alt","weiblich","7.47","8","897","7.32","7.62"
"2016","35-65 Jahre alt","maennlich","7.44","8","1695","7.35","7.53"
"2016","35-65 Jahre alt","weiblich","7.36","8","1703","7.26","7.46"
"2016","66 und älter","maennlich","5.93","7.68","40","4.94","6.92"
"2016","66 und älter","weiblich","5.79","5","32","4.67","6.91"
"2017","16-34 Jahre alt","maennlich","7.24","8","441","7.02","7.46"
"2017","16-34 Jahre alt","weiblich","7.34","8","807","7.18","7.5"
"2017","35-65 Jahre alt","maennlich","7.25","8","1582","7.15","7.35"
"2017","35-65 Jahre alt","weiblich","7.39","8","1557","7.28","7.5"
"2017","66 und älter","maennlich","7.51","8","44","6.68","8.34"
"2017","66 und älter","weiblich","5.46","6.05","39","4.36","6.56"
"2018","16-34 Jahre alt","maennlich","6.92","7","416","6.69","7.15"
"2018","16-34 Jahre alt","weiblich","6.96","8","783","6.78","7.14"
"2018","35-65 Jahre alt","maennlich","7.18","8","1475","7.07","7.29"
"2018","35-65 Jahre alt","weiblich","7.27","8","1493","7.16","7.38"
"2018","66 und älter","maennlich","5.73","7","41","4.57","6.89"
"2018","66 und älter","weiblich","6.38","8","31","4.98","7.78"
"2019","16-34 Jahre alt","maennlich","6.95","7","359","6.69","7.21"
"2019","16-34 Jahre alt","weiblich","7.21","8","672","7.02","7.4"
"2019","35-65 Jahre alt","maennlich","7.51","8","1495","7.41","7.61"
"2019","35-65 Jahre alt","weiblich","7.39","8","1410","7.28","7.5"
"2019","66 und älter","maennlich","6.49","8","42","5.45","7.53"
"2019","66 und älter","weiblich","5.37","7","62","4.44","6.3"
