"plh0109","year","migback","sex","n","percent","lower_confidence_percent","upper_confidence_percent"
"4 Ganz unwichtig","1990","kein Migrationshintergrund","weiblich","170","","",""
"4 Ganz unwichtig","1990","direkter Migrationshintergrund","maennlich","2","","",""
"4 Ganz unwichtig","1990","direkter Migrationshintergrund","weiblich","14","","",""
"4 Ganz unwichtig","1990","indirekter Migrationshintergrund","maennlich","2","","",""
"4 Ganz unwichtig","1990","indirekter Migrationshintergrund","weiblich","1","","",""
"4 Ganz unwichtig","1990","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"4 Ganz unwichtig","1990","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"1 Sehr wichtig","1991","kein Migrationshintergrund","maennlich","","","",""
"1 Sehr wichtig","1991","kein Migrationshintergrund","weiblich","","","",""
"1 Sehr wichtig","1991","direkter Migrationshintergrund","maennlich","","","",""
"1 Sehr wichtig","1991","direkter Migrationshintergrund","weiblich","","","",""
"1 Sehr wichtig","1991","indirekter Migrationshintergrund","maennlich","","","",""
"1 Sehr wichtig","1991","indirekter Migrationshintergrund","weiblich","","","",""
"1 Sehr wichtig","1991","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"1 Sehr wichtig","1991","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"2 Wichtig","1991","kein Migrationshintergrund","maennlich","","","",""
"2 Wichtig","1991","kein Migrationshintergrund","weiblich","","","",""
"2 Wichtig","1991","direkter Migrationshintergrund","maennlich","","","",""
"2 Wichtig","1991","direkter Migrationshintergrund","weiblich","","","",""
"2 Wichtig","1991","indirekter Migrationshintergrund","maennlich","","","",""
"2 Wichtig","1991","indirekter Migrationshintergrund","weiblich","","","",""
"2 Wichtig","1991","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"2 Wichtig","1991","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"3 Weniger wichtig","1991","kein Migrationshintergrund","maennlich","","","",""
"3 Weniger wichtig","1991","kein Migrationshintergrund","weiblich","","","",""
"3 Weniger wichtig","1991","direkter Migrationshintergrund","maennlich","","","",""
"3 Weniger wichtig","1991","direkter Migrationshintergrund","weiblich","","","",""
"3 Weniger wichtig","1991","indirekter Migrationshintergrund","maennlich","","","",""
"3 Weniger wichtig","1991","indirekter Migrationshintergrund","weiblich","","","",""
"3 Weniger wichtig","1991","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"3 Weniger wichtig","1991","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"4 Ganz unwichtig","1991","kein Migrationshintergrund","maennlich","","","",""
"4 Ganz unwichtig","1991","kein Migrationshintergrund","weiblich","","","",""
"4 Ganz unwichtig","1991","direkter Migrationshintergrund","maennlich","","","",""
"4 Ganz unwichtig","1991","direkter Migrationshintergrund","weiblich","","","",""
"4 Ganz unwichtig","1991","indirekter Migrationshintergrund","maennlich","","","",""
"4 Ganz unwichtig","1991","indirekter Migrationshintergrund","weiblich","","","",""
"4 Ganz unwichtig","1991","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"4 Ganz unwichtig","1991","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"1 Sehr wichtig","1992","kein Migrationshintergrund","maennlich","3456","0.670094248428774","0.656920075136115","0.683268421721433"
"1 Sehr wichtig","1992","kein Migrationshintergrund","weiblich","3828","0.657043828356948","0.644305942274497","0.669781714439398"
"1 Sehr wichtig","1992","direkter Migrationshintergrund","maennlich","193","","",""
"1 Sehr wichtig","1992","direkter Migrationshintergrund","weiblich","220","","",""
"1 Sehr wichtig","1992","indirekter Migrationshintergrund","maennlich","23","","",""
"1 Sehr wichtig","1992","indirekter Migrationshintergrund","weiblich","26","","",""
"1 Sehr wichtig","1992","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"1 Sehr wichtig","1992","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"2 Wichtig","1992","kein Migrationshintergrund","maennlich","1167","","",""
"2 Wichtig","1992","kein Migrationshintergrund","weiblich","1049","","",""
"2 Wichtig","1992","direkter Migrationshintergrund","maennlich","54","0.201047796547855","0.15251810805704","0.24957748503867"
"2 Wichtig","1992","direkter Migrationshintergrund","weiblich","65","0.227963063175646","0.181412806983648","0.274513319367643"
"2 Wichtig","1992","indirekter Migrationshintergrund","maennlich","9","0.277332891669698","0.134993165184761","0.419672618154635"
"2 Wichtig","1992","indirekter Migrationshintergrund","weiblich","14","","",""
"2 Wichtig","1992","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"2 Wichtig","1992","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"3 Weniger wichtig","1992","kein Migrationshintergrund","maennlich","172","","",""
"3 Weniger wichtig","1992","kein Migrationshintergrund","weiblich","185","","",""
"3 Weniger wichtig","1992","direkter Migrationshintergrund","maennlich","9","0.042167683438498","0.0178326437059005","0.0665027231710956"
"3 Weniger wichtig","1992","direkter Migrationshintergrund","weiblich","10","","",""
"3 Weniger wichtig","1992","indirekter Migrationshintergrund","maennlich","4","0.04662492559583","-0.0204094032039926","0.113659254395653"
"3 Weniger wichtig","1992","indirekter Migrationshintergrund","weiblich","","","",""
"3 Weniger wichtig","1992","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"3 Weniger wichtig","1992","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"4 Ganz unwichtig","1992","kein Migrationshintergrund","maennlich","98","0.0274003232533331","0.0228262260783832","0.031974420428283"
"4 Ganz unwichtig","1992","kein Migrationshintergrund","weiblich","273","","",""
"4 Ganz unwichtig","1992","direkter Migrationshintergrund","maennlich","6","0.0328105059970714","0.0112400317002504","0.0543809802938923"
"4 Ganz unwichtig","1992","direkter Migrationshintergrund","weiblich","17","","",""
"4 Ganz unwichtig","1992","indirekter Migrationshintergrund","maennlich","2","","",""
"4 Ganz unwichtig","1992","indirekter Migrationshintergrund","weiblich","","","",""
"4 Ganz unwichtig","1992","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"4 Ganz unwichtig","1992","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"1 Sehr wichtig","1993","kein Migrationshintergrund","maennlich","","","",""
"1 Sehr wichtig","1993","kein Migrationshintergrund","weiblich","","","",""
"1 Sehr wichtig","1993","direkter Migrationshintergrund","maennlich","","","",""
"1 Sehr wichtig","1993","direkter Migrationshintergrund","weiblich","","","",""
"1 Sehr wichtig","1993","indirekter Migrationshintergrund","maennlich","","","",""
"1 Sehr wichtig","1993","indirekter Migrationshintergrund","weiblich","","","",""
"1 Sehr wichtig","1993","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"1 Sehr wichtig","1993","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"2 Wichtig","1993","kein Migrationshintergrund","maennlich","","","",""
"2 Wichtig","1993","kein Migrationshintergrund","weiblich","","","",""
"2 Wichtig","1993","direkter Migrationshintergrund","maennlich","","","",""
"2 Wichtig","1993","direkter Migrationshintergrund","weiblich","","","",""
"2 Wichtig","1993","indirekter Migrationshintergrund","maennlich","","","",""
"2 Wichtig","1993","indirekter Migrationshintergrund","weiblich","","","",""
"2 Wichtig","1993","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"2 Wichtig","1993","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"3 Weniger wichtig","1993","kein Migrationshintergrund","maennlich","","","",""
"3 Weniger wichtig","1993","kein Migrationshintergrund","weiblich","","","",""
"3 Weniger wichtig","1993","direkter Migrationshintergrund","maennlich","","","",""
"3 Weniger wichtig","1993","direkter Migrationshintergrund","weiblich","","","",""
"3 Weniger wichtig","1993","indirekter Migrationshintergrund","maennlich","","","",""
"3 Weniger wichtig","1993","indirekter Migrationshintergrund","weiblich","","","",""
"3 Weniger wichtig","1993","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"3 Weniger wichtig","1993","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"4 Ganz unwichtig","1993","kein Migrationshintergrund","maennlich","","","",""
"4 Ganz unwichtig","1993","kein Migrationshintergrund","weiblich","","","",""
"4 Ganz unwichtig","1993","direkter Migrationshintergrund","maennlich","","","",""
"4 Ganz unwichtig","1993","direkter Migrationshintergrund","weiblich","","","",""
"4 Ganz unwichtig","1993","indirekter Migrationshintergrund","maennlich","","","",""
"4 Ganz unwichtig","1993","indirekter Migrationshintergrund","weiblich","","","",""
"4 Ganz unwichtig","1993","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"4 Ganz unwichtig","1993","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"1 Sehr wichtig","1994","kein Migrationshintergrund","maennlich","","","",""
"1 Sehr wichtig","1994","kein Migrationshintergrund","weiblich","","","",""
"1 Sehr wichtig","1994","direkter Migrationshintergrund","maennlich","","","",""
"1 Sehr wichtig","1994","direkter Migrationshintergrund","weiblich","","","",""
"1 Sehr wichtig","1994","indirekter Migrationshintergrund","maennlich","","","",""
"1 Sehr wichtig","1994","indirekter Migrationshintergrund","weiblich","","","",""
"1 Sehr wichtig","1994","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"1 Sehr wichtig","1994","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"2 Wichtig","1994","kein Migrationshintergrund","maennlich","","","",""
"2 Wichtig","1994","kein Migrationshintergrund","weiblich","","","",""
"2 Wichtig","1994","direkter Migrationshintergrund","maennlich","","","",""
"2 Wichtig","1994","direkter Migrationshintergrund","weiblich","","","",""
"2 Wichtig","1994","indirekter Migrationshintergrund","maennlich","","","",""
"2 Wichtig","1994","indirekter Migrationshintergrund","weiblich","","","",""
"2 Wichtig","1994","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"2 Wichtig","1994","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"3 Weniger wichtig","1994","kein Migrationshintergrund","maennlich","","","",""
"3 Weniger wichtig","1994","kein Migrationshintergrund","weiblich","","","",""
"3 Weniger wichtig","1994","direkter Migrationshintergrund","maennlich","","","",""
"3 Weniger wichtig","1994","direkter Migrationshintergrund","weiblich","","","",""
"3 Weniger wichtig","1994","indirekter Migrationshintergrund","maennlich","","","",""
"3 Weniger wichtig","1994","indirekter Migrationshintergrund","weiblich","","","",""
"3 Weniger wichtig","1994","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"3 Weniger wichtig","1994","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"4 Ganz unwichtig","1994","kein Migrationshintergrund","maennlich","","","",""
"4 Ganz unwichtig","1994","kein Migrationshintergrund","weiblich","","","",""
"4 Ganz unwichtig","1994","direkter Migrationshintergrund","maennlich","","","",""
"4 Ganz unwichtig","1994","direkter Migrationshintergrund","weiblich","","","",""
"4 Ganz unwichtig","1994","indirekter Migrationshintergrund","maennlich","","","",""
"4 Ganz unwichtig","1994","indirekter Migrationshintergrund","weiblich","","","",""
"4 Ganz unwichtig","1994","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"4 Ganz unwichtig","1994","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"1 Sehr wichtig","1995","kein Migrationshintergrund","maennlich","3301","0.676597265455952","0.663219771176819","0.689974759735085"
"1 Sehr wichtig","1995","kein Migrationshintergrund","weiblich","3724","0.666376363936273","0.65350882118025","0.679243906692296"
"1 Sehr wichtig","1995","direkter Migrationshintergrund","maennlich","379","0.698369190684916","0.659514265082156","0.737224116287675"
"1 Sehr wichtig","1995","direkter Migrationshintergrund","weiblich","419","0.689724414083489","0.652108499423689","0.727340328743289"
"1 Sehr wichtig","1995","indirekter Migrationshintergrund","maennlich","42","0.631196434142819","0.512990867796125","0.749402000489514"
"1 Sehr wichtig","1995","indirekter Migrationshintergrund","weiblich","48","0.660805463543817","0.550681926158544","0.77092900092909"
"1 Sehr wichtig","1995","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"1 Sehr wichtig","1995","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"2 Wichtig","1995","kein Migrationshintergrund","maennlich","1145","","",""
"2 Wichtig","1995","kein Migrationshintergrund","weiblich","1027","","",""
"2 Wichtig","1995","direkter Migrationshintergrund","maennlich","132","","",""
"2 Wichtig","1995","direkter Migrationshintergrund","weiblich","113","","",""
"2 Wichtig","1995","indirekter Migrationshintergrund","maennlich","14","","",""
"2 Wichtig","1995","indirekter Migrationshintergrund","weiblich","16","","",""
"2 Wichtig","1995","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"2 Wichtig","1995","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"3 Weniger wichtig","1995","kein Migrationshintergrund","maennlich","172","","",""
"3 Weniger wichtig","1995","kein Migrationshintergrund","weiblich","184","","",""
"3 Weniger wichtig","1995","direkter Migrationshintergrund","maennlich","16","","",""
"3 Weniger wichtig","1995","direkter Migrationshintergrund","weiblich","24","","",""
"3 Weniger wichtig","1995","indirekter Migrationshintergrund","maennlich","7","0.123918632123482","0.0431953834729145","0.20464188077405"
"3 Weniger wichtig","1995","indirekter Migrationshintergrund","weiblich","5","0.121381669121844","0.0454198075727215","0.197343530670967"
"3 Weniger wichtig","1995","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"3 Weniger wichtig","1995","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"4 Ganz unwichtig","1995","kein Migrationshintergrund","maennlich","79","0.0242016939500235","0.0198068776847739","0.028596510215273"
"4 Ganz unwichtig","1995","kein Migrationshintergrund","weiblich","223","","",""
"4 Ganz unwichtig","1995","direkter Migrationshintergrund","maennlich","9","0.0245545224312092","0.0114526628113887","0.0376563820510297"
"4 Ganz unwichtig","1995","direkter Migrationshintergrund","weiblich","25","","",""
"4 Ganz unwichtig","1995","indirekter Migrationshintergrund","maennlich","1","","",""
"4 Ganz unwichtig","1995","indirekter Migrationshintergrund","weiblich","2","","",""
"4 Ganz unwichtig","1995","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"4 Ganz unwichtig","1995","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"1 Sehr wichtig","1996","kein Migrationshintergrund","maennlich","","","",""
"1 Sehr wichtig","1996","kein Migrationshintergrund","weiblich","","","",""
"1 Sehr wichtig","1996","direkter Migrationshintergrund","maennlich","","","",""
"1 Sehr wichtig","1996","direkter Migrationshintergrund","weiblich","","","",""
"1 Sehr wichtig","1996","indirekter Migrationshintergrund","maennlich","","","",""
"1 Sehr wichtig","1996","indirekter Migrationshintergrund","weiblich","","","",""
"1 Sehr wichtig","1996","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"1 Sehr wichtig","1996","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"2 Wichtig","1996","kein Migrationshintergrund","maennlich","","","",""
"2 Wichtig","1996","kein Migrationshintergrund","weiblich","","","",""
"2 Wichtig","1996","direkter Migrationshintergrund","maennlich","","","",""
"2 Wichtig","1996","direkter Migrationshintergrund","weiblich","","","",""
"2 Wichtig","1996","indirekter Migrationshintergrund","maennlich","","","",""
"2 Wichtig","1996","indirekter Migrationshintergrund","weiblich","","","",""
"2 Wichtig","1996","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"2 Wichtig","1996","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"3 Weniger wichtig","1996","kein Migrationshintergrund","maennlich","","","",""
"3 Weniger wichtig","1996","kein Migrationshintergrund","weiblich","","","",""
"3 Weniger wichtig","1996","direkter Migrationshintergrund","maennlich","","","",""
"3 Weniger wichtig","1996","direkter Migrationshintergrund","weiblich","","","",""
"3 Weniger wichtig","1996","indirekter Migrationshintergrund","maennlich","","","",""
"3 Weniger wichtig","1996","indirekter Migrationshintergrund","weiblich","","","",""
"3 Weniger wichtig","1996","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"3 Weniger wichtig","1996","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"4 Ganz unwichtig","1996","kein Migrationshintergrund","maennlich","","","",""
"4 Ganz unwichtig","1996","kein Migrationshintergrund","weiblich","","","",""
"4 Ganz unwichtig","1996","direkter Migrationshintergrund","maennlich","","","",""
"4 Ganz unwichtig","1996","direkter Migrationshintergrund","weiblich","","","",""
"4 Ganz unwichtig","1996","indirekter Migrationshintergrund","maennlich","","","",""
"4 Ganz unwichtig","1996","indirekter Migrationshintergrund","weiblich","","","",""
"4 Ganz unwichtig","1996","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"4 Ganz unwichtig","1996","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"1 Sehr wichtig","1997","kein Migrationshintergrund","maennlich","","","",""
"1 Sehr wichtig","1997","kein Migrationshintergrund","weiblich","","","",""
"1 Sehr wichtig","1997","direkter Migrationshintergrund","maennlich","","","",""
"1 Sehr wichtig","1997","direkter Migrationshintergrund","weiblich","","","",""
"1 Sehr wichtig","1997","indirekter Migrationshintergrund","maennlich","","","",""
"1 Sehr wichtig","1997","indirekter Migrationshintergrund","weiblich","","","",""
"1 Sehr wichtig","1997","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"1 Sehr wichtig","1997","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"2 Wichtig","1997","kein Migrationshintergrund","maennlich","","","",""
"2 Wichtig","1997","kein Migrationshintergrund","weiblich","","","",""
"2 Wichtig","1997","direkter Migrationshintergrund","maennlich","","","",""
"2 Wichtig","1997","direkter Migrationshintergrund","weiblich","","","",""
"2 Wichtig","1997","indirekter Migrationshintergrund","maennlich","","","",""
"2 Wichtig","1997","indirekter Migrationshintergrund","weiblich","","","",""
"2 Wichtig","1997","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"2 Wichtig","1997","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"3 Weniger wichtig","1997","kein Migrationshintergrund","maennlich","","","",""
"3 Weniger wichtig","1997","kein Migrationshintergrund","weiblich","","","",""
"3 Weniger wichtig","1997","direkter Migrationshintergrund","maennlich","","","",""
"3 Weniger wichtig","1997","direkter Migrationshintergrund","weiblich","","","",""
"3 Weniger wichtig","1997","indirekter Migrationshintergrund","maennlich","","","",""
"3 Weniger wichtig","1997","indirekter Migrationshintergrund","weiblich","","","",""
"3 Weniger wichtig","1997","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"3 Weniger wichtig","1997","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"4 Ganz unwichtig","1997","kein Migrationshintergrund","maennlich","","","",""
"4 Ganz unwichtig","1997","kein Migrationshintergrund","weiblich","","","",""
"4 Ganz unwichtig","1997","direkter Migrationshintergrund","maennlich","","","",""
"4 Ganz unwichtig","1997","direkter Migrationshintergrund","weiblich","","","",""
"4 Ganz unwichtig","1997","indirekter Migrationshintergrund","maennlich","","","",""
"4 Ganz unwichtig","1997","indirekter Migrationshintergrund","weiblich","","","",""
"4 Ganz unwichtig","1997","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"4 Ganz unwichtig","1997","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"1 Sehr wichtig","1998","kein Migrationshintergrund","maennlich","","","",""
"1 Sehr wichtig","1998","kein Migrationshintergrund","weiblich","","","",""
"1 Sehr wichtig","1998","direkter Migrationshintergrund","maennlich","","","",""
"1 Sehr wichtig","1998","direkter Migrationshintergrund","weiblich","","","",""
"1 Sehr wichtig","1998","indirekter Migrationshintergrund","maennlich","","","",""
"1 Sehr wichtig","1998","indirekter Migrationshintergrund","weiblich","","","",""
"1 Sehr wichtig","1998","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"1 Sehr wichtig","1998","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"2 Wichtig","1998","kein Migrationshintergrund","maennlich","","","",""
"2 Wichtig","1998","kein Migrationshintergrund","weiblich","","","",""
"2 Wichtig","1998","direkter Migrationshintergrund","maennlich","","","",""
"2 Wichtig","1998","direkter Migrationshintergrund","weiblich","","","",""
"2 Wichtig","1998","indirekter Migrationshintergrund","maennlich","","","",""
"2 Wichtig","1998","indirekter Migrationshintergrund","weiblich","","","",""
"2 Wichtig","1998","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"2 Wichtig","1998","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"3 Weniger wichtig","1998","kein Migrationshintergrund","maennlich","","","",""
"3 Weniger wichtig","1998","kein Migrationshintergrund","weiblich","","","",""
"3 Weniger wichtig","1998","direkter Migrationshintergrund","maennlich","","","",""
"3 Weniger wichtig","1998","direkter Migrationshintergrund","weiblich","","","",""
"3 Weniger wichtig","1998","indirekter Migrationshintergrund","maennlich","","","",""
"3 Weniger wichtig","1998","indirekter Migrationshintergrund","weiblich","","","",""
"3 Weniger wichtig","1998","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"3 Weniger wichtig","1998","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"4 Ganz unwichtig","1998","kein Migrationshintergrund","maennlich","","","",""
"4 Ganz unwichtig","1998","kein Migrationshintergrund","weiblich","","","",""
"4 Ganz unwichtig","1998","direkter Migrationshintergrund","maennlich","","","",""
"4 Ganz unwichtig","1998","direkter Migrationshintergrund","weiblich","","","",""
"4 Ganz unwichtig","1998","indirekter Migrationshintergrund","maennlich","","","",""
"4 Ganz unwichtig","1998","indirekter Migrationshintergrund","weiblich","","","",""
"4 Ganz unwichtig","1998","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"4 Ganz unwichtig","1998","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"1 Sehr wichtig","1999","kein Migrationshintergrund","maennlich","","","",""
"1 Sehr wichtig","1999","kein Migrationshintergrund","weiblich","","","",""
"1 Sehr wichtig","1999","direkter Migrationshintergrund","maennlich","","","",""
"1 Sehr wichtig","1999","direkter Migrationshintergrund","weiblich","","","",""
"1 Sehr wichtig","1999","indirekter Migrationshintergrund","maennlich","","","",""
"1 Sehr wichtig","1999","indirekter Migrationshintergrund","weiblich","","","",""
"1 Sehr wichtig","1999","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"1 Sehr wichtig","1999","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"2 Wichtig","1999","kein Migrationshintergrund","maennlich","","","",""
"2 Wichtig","1999","kein Migrationshintergrund","weiblich","","","",""
"2 Wichtig","1999","direkter Migrationshintergrund","maennlich","","","",""
"2 Wichtig","1999","direkter Migrationshintergrund","weiblich","","","",""
"2 Wichtig","1999","indirekter Migrationshintergrund","maennlich","","","",""
"2 Wichtig","1999","indirekter Migrationshintergrund","weiblich","","","",""
"2 Wichtig","1999","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"2 Wichtig","1999","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"3 Weniger wichtig","1999","kein Migrationshintergrund","maennlich","","","",""
"3 Weniger wichtig","1999","kein Migrationshintergrund","weiblich","","","",""
"3 Weniger wichtig","1999","direkter Migrationshintergrund","maennlich","","","",""
"3 Weniger wichtig","1999","direkter Migrationshintergrund","weiblich","","","",""
"3 Weniger wichtig","1999","indirekter Migrationshintergrund","maennlich","","","",""
"3 Weniger wichtig","1999","indirekter Migrationshintergrund","weiblich","","","",""
"3 Weniger wichtig","1999","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"3 Weniger wichtig","1999","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"4 Ganz unwichtig","1999","kein Migrationshintergrund","maennlich","","","",""
"4 Ganz unwichtig","1999","kein Migrationshintergrund","weiblich","","","",""
"4 Ganz unwichtig","1999","direkter Migrationshintergrund","maennlich","","","",""
"4 Ganz unwichtig","1999","direkter Migrationshintergrund","weiblich","","","",""
"4 Ganz unwichtig","1999","indirekter Migrationshintergrund","maennlich","","","",""
"4 Ganz unwichtig","1999","indirekter Migrationshintergrund","weiblich","","","",""
"4 Ganz unwichtig","1999","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"4 Ganz unwichtig","1999","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"1 Sehr wichtig","2000","kein Migrationshintergrund","maennlich","","","",""
"1 Sehr wichtig","2000","kein Migrationshintergrund","weiblich","","","",""
"1 Sehr wichtig","2000","direkter Migrationshintergrund","maennlich","","","",""
"1 Sehr wichtig","2000","direkter Migrationshintergrund","weiblich","","","",""
"1 Sehr wichtig","2000","indirekter Migrationshintergrund","maennlich","","","",""
"1 Sehr wichtig","2000","indirekter Migrationshintergrund","weiblich","","","",""
"1 Sehr wichtig","2000","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"1 Sehr wichtig","2000","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"2 Wichtig","2000","kein Migrationshintergrund","maennlich","","","",""
"2 Wichtig","2000","kein Migrationshintergrund","weiblich","","","",""
"2 Wichtig","2000","direkter Migrationshintergrund","maennlich","","","",""
"2 Wichtig","2000","direkter Migrationshintergrund","weiblich","","","",""
"2 Wichtig","2000","indirekter Migrationshintergrund","maennlich","","","",""
"2 Wichtig","2000","indirekter Migrationshintergrund","weiblich","","","",""
"2 Wichtig","2000","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"2 Wichtig","2000","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
