"plh0109","year","migback","sex","n","percent","lower_confidence_percent","upper_confidence_percent"
"Weniger wichtig","1991","indirekter Migrationshintergrund","männlich","","","",""
"Weniger wichtig","1991","indirekter Migrationshintergrund","weiblich","","","",""
"Weniger wichtig","1991","Migrationshintergrund - n. w. differenzierbar","männlich","","","",""
"Weniger wichtig","1991","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Ganz unwichtig","1991","kein Migrationshintergrund","männlich","","","",""
"Ganz unwichtig","1991","kein Migrationshintergrund","weiblich","","","",""
"Ganz unwichtig","1991","direkter Migrationshintergrund","männlich","","","",""
"Ganz unwichtig","1991","direkter Migrationshintergrund","weiblich","","","",""
"Ganz unwichtig","1991","indirekter Migrationshintergrund","männlich","","","",""
"Ganz unwichtig","1991","indirekter Migrationshintergrund","weiblich","","","",""
"Ganz unwichtig","1991","Migrationshintergrund - n. w. differenzierbar","männlich","","","",""
"Ganz unwichtig","1991","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Sehr wichtig","1992","kein Migrationshintergrund","männlich","3456","0.670094248428774","0.656920075136115","0.683268421721433"
"Sehr wichtig","1992","kein Migrationshintergrund","weiblich","3828","0.657043828356948","0.644305942274497","0.669781714439398"
"Sehr wichtig","1992","direkter Migrationshintergrund","männlich","193","0.723974014016576","0.669844525997421","0.778103502035731"
"Sehr wichtig","1992","direkter Migrationshintergrund","weiblich","220","0.670324240217814","0.618161936418571","0.722486544017057"
"Sehr wichtig","1992","indirekter Migrationshintergrund","männlich","23","","",""
"Sehr wichtig","1992","indirekter Migrationshintergrund","weiblich","26","","",""
"Sehr wichtig","1992","Migrationshintergrund - n. w. differenzierbar","männlich","","","",""
"Sehr wichtig","1992","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Wichtig","1992","kein Migrationshintergrund","männlich","1167","0.260732681707062","0.2484311561703","0.273034207243824"
"Wichtig","1992","kein Migrationshintergrund","weiblich","1049","0.219686098818696","0.208576027688375","0.230796169949017"
"Wichtig","1992","direkter Migrationshintergrund","männlich","54","0.201047796547855","0.15251810805704","0.24957748503867"
"Wichtig","1992","direkter Migrationshintergrund","weiblich","65","0.227963063175646","0.181412806983648","0.274513319367643"
"Wichtig","1992","indirekter Migrationshintergrund","männlich","9","","",""
"Wichtig","1992","indirekter Migrationshintergrund","weiblich","14","","",""
"Wichtig","1992","Migrationshintergrund - n. w. differenzierbar","männlich","","","",""
"Wichtig","1992","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Weniger wichtig","1992","kein Migrationshintergrund","männlich","172","0.0417727466108307","0.0361668993802158","0.0473785938414456"
"Weniger wichtig","1992","kein Migrationshintergrund","weiblich","185","0.0442456379861083","0.038727541953043","0.0497637340191736"
"Weniger wichtig","1992","direkter Migrationshintergrund","männlich","9","","",""
"Weniger wichtig","1992","direkter Migrationshintergrund","weiblich","10","","",""
"Weniger wichtig","1992","indirekter Migrationshintergrund","männlich","4","","",""
"Weniger wichtig","1992","indirekter Migrationshintergrund","weiblich","","","",""
"Weniger wichtig","1992","Migrationshintergrund - n. w. differenzierbar","männlich","","","",""
"Weniger wichtig","1992","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Ganz unwichtig","1992","kein Migrationshintergrund","männlich","98","0.0274003232533331","0.0228262260783832","0.031974420428283"
"Ganz unwichtig","1992","kein Migrationshintergrund","weiblich","273","0.0790244348382478","0.0717853172294311","0.0862635524470644"
"Ganz unwichtig","1992","direkter Migrationshintergrund","männlich","6","","",""
"Ganz unwichtig","1992","direkter Migrationshintergrund","weiblich","17","","",""
"Ganz unwichtig","1992","indirekter Migrationshintergrund","männlich","2","","",""
"Ganz unwichtig","1992","indirekter Migrationshintergrund","weiblich","","","",""
"Ganz unwichtig","1992","Migrationshintergrund - n. w. differenzierbar","männlich","","","",""
"Ganz unwichtig","1992","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Sehr wichtig","1993","kein Migrationshintergrund","männlich","","","",""
"Sehr wichtig","1993","kein Migrationshintergrund","weiblich","","","",""
"Sehr wichtig","1993","direkter Migrationshintergrund","männlich","","","",""
"Sehr wichtig","1993","direkter Migrationshintergrund","weiblich","","","",""
"Sehr wichtig","1993","indirekter Migrationshintergrund","männlich","","","",""
"Sehr wichtig","1993","indirekter Migrationshintergrund","weiblich","","","",""
"Sehr wichtig","1993","Migrationshintergrund - n. w. differenzierbar","männlich","","","",""
"Sehr wichtig","1993","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Wichtig","1993","kein Migrationshintergrund","männlich","","","",""
"Wichtig","1993","kein Migrationshintergrund","weiblich","","","",""
"Wichtig","1993","direkter Migrationshintergrund","männlich","","","",""
"Wichtig","1993","direkter Migrationshintergrund","weiblich","","","",""
"Wichtig","1993","indirekter Migrationshintergrund","männlich","","","",""
"Wichtig","1993","indirekter Migrationshintergrund","weiblich","","","",""
"Wichtig","1993","Migrationshintergrund - n. w. differenzierbar","männlich","","","",""
"Wichtig","1993","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Weniger wichtig","1993","kein Migrationshintergrund","männlich","","","",""
"Weniger wichtig","1993","kein Migrationshintergrund","weiblich","","","",""
"Weniger wichtig","1993","direkter Migrationshintergrund","männlich","","","",""
"Weniger wichtig","1993","direkter Migrationshintergrund","weiblich","","","",""
"Weniger wichtig","1993","indirekter Migrationshintergrund","männlich","","","",""
"Weniger wichtig","1993","indirekter Migrationshintergrund","weiblich","","","",""
"Weniger wichtig","1993","Migrationshintergrund - n. w. differenzierbar","männlich","","","",""
"Weniger wichtig","1993","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Ganz unwichtig","1993","kein Migrationshintergrund","männlich","","","",""
"Ganz unwichtig","1993","kein Migrationshintergrund","weiblich","","","",""
"Ganz unwichtig","1993","direkter Migrationshintergrund","männlich","","","",""
"Ganz unwichtig","1993","direkter Migrationshintergrund","weiblich","","","",""
"Ganz unwichtig","1993","indirekter Migrationshintergrund","männlich","","","",""
"Ganz unwichtig","1993","indirekter Migrationshintergrund","weiblich","","","",""
"Ganz unwichtig","1993","Migrationshintergrund - n. w. differenzierbar","männlich","","","",""
"Ganz unwichtig","1993","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Sehr wichtig","1994","kein Migrationshintergrund","männlich","","","",""
"Sehr wichtig","1994","kein Migrationshintergrund","weiblich","","","",""
"Sehr wichtig","1994","direkter Migrationshintergrund","männlich","","","",""
"Sehr wichtig","1994","direkter Migrationshintergrund","weiblich","","","",""
"Sehr wichtig","1994","indirekter Migrationshintergrund","männlich","","","",""
"Sehr wichtig","1994","indirekter Migrationshintergrund","weiblich","","","",""
"Sehr wichtig","1994","Migrationshintergrund - n. w. differenzierbar","männlich","","","",""
"Sehr wichtig","1994","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Wichtig","1994","kein Migrationshintergrund","männlich","","","",""
"Wichtig","1994","kein Migrationshintergrund","weiblich","","","",""
"Wichtig","1994","direkter Migrationshintergrund","männlich","","","",""
"Wichtig","1994","direkter Migrationshintergrund","weiblich","","","",""
"Wichtig","1994","indirekter Migrationshintergrund","männlich","","","",""
"Wichtig","1994","indirekter Migrationshintergrund","weiblich","","","",""
"Wichtig","1994","Migrationshintergrund - n. w. differenzierbar","männlich","","","",""
"Wichtig","1994","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Weniger wichtig","1994","kein Migrationshintergrund","männlich","","","",""
"Weniger wichtig","1994","kein Migrationshintergrund","weiblich","","","",""
"Weniger wichtig","1994","direkter Migrationshintergrund","männlich","","","",""
"Weniger wichtig","1994","direkter Migrationshintergrund","weiblich","","","",""
"Weniger wichtig","1994","indirekter Migrationshintergrund","männlich","","","",""
"Weniger wichtig","1994","indirekter Migrationshintergrund","weiblich","","","",""
"Weniger wichtig","1994","Migrationshintergrund - n. w. differenzierbar","männlich","","","",""
"Weniger wichtig","1994","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Ganz unwichtig","1994","kein Migrationshintergrund","männlich","","","",""
"Ganz unwichtig","1994","kein Migrationshintergrund","weiblich","","","",""
"Ganz unwichtig","1994","direkter Migrationshintergrund","männlich","","","",""
"Ganz unwichtig","1994","direkter Migrationshintergrund","weiblich","","","",""
"Ganz unwichtig","1994","indirekter Migrationshintergrund","männlich","","","",""
"Ganz unwichtig","1994","indirekter Migrationshintergrund","weiblich","","","",""
"Ganz unwichtig","1994","Migrationshintergrund - n. w. differenzierbar","männlich","","","",""
"Ganz unwichtig","1994","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Sehr wichtig","1995","kein Migrationshintergrund","männlich","3301","0.676597265455952","0.663219771176819","0.689974759735085"
"Sehr wichtig","1995","kein Migrationshintergrund","weiblich","3724","0.666376363936273","0.65350882118025","0.679243906692296"
"Sehr wichtig","1995","direkter Migrationshintergrund","männlich","379","0.698369190684916","0.659514265082156","0.737224116287675"
"Sehr wichtig","1995","direkter Migrationshintergrund","weiblich","419","0.689724414083489","0.652108499423689","0.727340328743289"
"Sehr wichtig","1995","indirekter Migrationshintergrund","männlich","42","0.631196434142819","0.512990867796125","0.749402000489514"
"Sehr wichtig","1995","indirekter Migrationshintergrund","weiblich","48","0.660805463543817","0.550681926158544","0.77092900092909"
"Sehr wichtig","1995","Migrationshintergrund - n. w. differenzierbar","männlich","","","",""
"Sehr wichtig","1995","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Wichtig","1995","kein Migrationshintergrund","männlich","1145","0.255716048964192","0.243239739718087","0.268192358210298"
"Wichtig","1995","kein Migrationshintergrund","weiblich","1027","0.217268133744931","0.206014003250763","0.228522264239099"
"Wichtig","1995","direkter Migrationshintergrund","männlich","132","0.242917056437891","0.206612057187689","0.279222055688093"
"Wichtig","1995","direkter Migrationshintergrund","weiblich","113","0.197382788176846","0.165018288404894","0.229747287948799"
"Wichtig","1995","indirekter Migrationshintergrund","männlich","14","","",""
"Wichtig","1995","indirekter Migrationshintergrund","weiblich","16","","",""
"Wichtig","1995","Migrationshintergrund - n. w. differenzierbar","männlich","","","",""
"Wichtig","1995","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Weniger wichtig","1995","kein Migrationshintergrund","männlich","172","0.043484991629832","0.037652509716199","0.049317473543465"
"Weniger wichtig","1995","kein Migrationshintergrund","weiblich","184","0.0507382040705207","0.0447490157521919","0.0567273923888495"
"Weniger wichtig","1995","direkter Migrationshintergrund","männlich","16","","",""
"Weniger wichtig","1995","direkter Migrationshintergrund","weiblich","24","","",""
"Weniger wichtig","1995","indirekter Migrationshintergrund","männlich","7","","",""
"Weniger wichtig","1995","indirekter Migrationshintergrund","weiblich","5","","",""
"Weniger wichtig","1995","Migrationshintergrund - n. w. differenzierbar","männlich","","","",""
"Weniger wichtig","1995","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Ganz unwichtig","1995","kein Migrationshintergrund","männlich","79","0.0242016939500235","0.0198068776847739","0.028596510215273"
"Ganz unwichtig","1995","kein Migrationshintergrund","weiblich","223","0.0656172982482752","0.0588599081779841","0.0723746883185663"
"Ganz unwichtig","1995","direkter Migrationshintergrund","männlich","9","","",""
"Ganz unwichtig","1995","direkter Migrationshintergrund","weiblich","25","","",""
"Ganz unwichtig","1995","indirekter Migrationshintergrund","männlich","1","","",""
"Ganz unwichtig","1995","indirekter Migrationshintergrund","weiblich","2","","",""
"Ganz unwichtig","1995","Migrationshintergrund - n. w. differenzierbar","männlich","","","",""
"Ganz unwichtig","1995","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Sehr wichtig","1996","kein Migrationshintergrund","männlich","","","",""
"Sehr wichtig","1996","kein Migrationshintergrund","weiblich","","","",""
"Sehr wichtig","1996","direkter Migrationshintergrund","männlich","","","",""
"Sehr wichtig","1996","direkter Migrationshintergrund","weiblich","","","",""
"Sehr wichtig","1996","indirekter Migrationshintergrund","männlich","","","",""
"Sehr wichtig","1996","indirekter Migrationshintergrund","weiblich","","","",""
"Sehr wichtig","1996","Migrationshintergrund - n. w. differenzierbar","männlich","","","",""
"Sehr wichtig","1996","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Wichtig","1996","kein Migrationshintergrund","männlich","","","",""
"Wichtig","1996","kein Migrationshintergrund","weiblich","","","",""
"Wichtig","1996","direkter Migrationshintergrund","männlich","","","",""
"Wichtig","1996","direkter Migrationshintergrund","weiblich","","","",""
"Wichtig","1996","indirekter Migrationshintergrund","männlich","","","",""
"Wichtig","1996","indirekter Migrationshintergrund","weiblich","","","",""
"Wichtig","1996","Migrationshintergrund - n. w. differenzierbar","männlich","","","",""
"Wichtig","1996","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Weniger wichtig","1996","kein Migrationshintergrund","männlich","","","",""
"Weniger wichtig","1996","kein Migrationshintergrund","weiblich","","","",""
"Weniger wichtig","1996","direkter Migrationshintergrund","männlich","","","",""
"Weniger wichtig","1996","direkter Migrationshintergrund","weiblich","","","",""
"Weniger wichtig","1996","indirekter Migrationshintergrund","männlich","","","",""
"Weniger wichtig","1996","indirekter Migrationshintergrund","weiblich","","","",""
"Weniger wichtig","1996","Migrationshintergrund - n. w. differenzierbar","männlich","","","",""
"Weniger wichtig","1996","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Ganz unwichtig","1996","kein Migrationshintergrund","männlich","","","",""
"Ganz unwichtig","1996","kein Migrationshintergrund","weiblich","","","",""
"Ganz unwichtig","1996","direkter Migrationshintergrund","männlich","","","",""
"Ganz unwichtig","1996","direkter Migrationshintergrund","weiblich","","","",""
"Ganz unwichtig","1996","indirekter Migrationshintergrund","männlich","","","",""
"Ganz unwichtig","1996","indirekter Migrationshintergrund","weiblich","","","",""
"Ganz unwichtig","1996","Migrationshintergrund - n. w. differenzierbar","männlich","","","",""
"Ganz unwichtig","1996","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Sehr wichtig","1997","kein Migrationshintergrund","männlich","","","",""
"Sehr wichtig","1997","kein Migrationshintergrund","weiblich","","","",""
"Sehr wichtig","1997","direkter Migrationshintergrund","männlich","","","",""
"Sehr wichtig","1997","direkter Migrationshintergrund","weiblich","","","",""
"Sehr wichtig","1997","indirekter Migrationshintergrund","männlich","","","",""
"Sehr wichtig","1997","indirekter Migrationshintergrund","weiblich","","","",""
"Sehr wichtig","1997","Migrationshintergrund - n. w. differenzierbar","männlich","","","",""
"Sehr wichtig","1997","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Wichtig","1997","kein Migrationshintergrund","männlich","","","",""
"Wichtig","1997","kein Migrationshintergrund","weiblich","","","",""
"Wichtig","1997","direkter Migrationshintergrund","männlich","","","",""
"Wichtig","1997","direkter Migrationshintergrund","weiblich","","","",""
"Wichtig","1997","indirekter Migrationshintergrund","männlich","","","",""
"Wichtig","1997","indirekter Migrationshintergrund","weiblich","","","",""
"Wichtig","1997","Migrationshintergrund - n. w. differenzierbar","männlich","","","",""
"Wichtig","1997","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Weniger wichtig","1997","kein Migrationshintergrund","männlich","","","",""
"Weniger wichtig","1997","kein Migrationshintergrund","weiblich","","","",""
"Weniger wichtig","1997","direkter Migrationshintergrund","männlich","","","",""
"Weniger wichtig","1997","direkter Migrationshintergrund","weiblich","","","",""
"Weniger wichtig","1997","indirekter Migrationshintergrund","männlich","","","",""
"Weniger wichtig","1997","indirekter Migrationshintergrund","weiblich","","","",""
"Weniger wichtig","1997","Migrationshintergrund - n. w. differenzierbar","männlich","","","",""
"Weniger wichtig","1997","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Ganz unwichtig","1997","kein Migrationshintergrund","männlich","","","",""
"Ganz unwichtig","1997","kein Migrationshintergrund","weiblich","","","",""
"Ganz unwichtig","1997","direkter Migrationshintergrund","männlich","","","",""
"Ganz unwichtig","1997","direkter Migrationshintergrund","weiblich","","","",""
"Ganz unwichtig","1997","indirekter Migrationshintergrund","männlich","","","",""
"Ganz unwichtig","1997","indirekter Migrationshintergrund","weiblich","","","",""
"Ganz unwichtig","1997","Migrationshintergrund - n. w. differenzierbar","männlich","","","",""
"Ganz unwichtig","1997","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Sehr wichtig","1998","kein Migrationshintergrund","männlich","","","",""
"Sehr wichtig","1998","kein Migrationshintergrund","weiblich","","","",""
"Sehr wichtig","1998","direkter Migrationshintergrund","männlich","","","",""
"Sehr wichtig","1998","direkter Migrationshintergrund","weiblich","","","",""
"Sehr wichtig","1998","indirekter Migrationshintergrund","männlich","","","",""
"Sehr wichtig","1998","indirekter Migrationshintergrund","weiblich","","","",""
"Sehr wichtig","1998","Migrationshintergrund - n. w. differenzierbar","männlich","","","",""
"Sehr wichtig","1998","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Wichtig","1998","kein Migrationshintergrund","männlich","","","",""
"Wichtig","1998","kein Migrationshintergrund","weiblich","","","",""
"Wichtig","1998","direkter Migrationshintergrund","männlich","","","",""
"Wichtig","1998","direkter Migrationshintergrund","weiblich","","","",""
"Wichtig","1998","indirekter Migrationshintergrund","männlich","","","",""
"Wichtig","1998","indirekter Migrationshintergrund","weiblich","","","",""
"Wichtig","1998","Migrationshintergrund - n. w. differenzierbar","männlich","","","",""
"Wichtig","1998","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Weniger wichtig","1998","kein Migrationshintergrund","männlich","","","",""
"Weniger wichtig","1998","kein Migrationshintergrund","weiblich","","","",""
"Weniger wichtig","1998","direkter Migrationshintergrund","männlich","","","",""
"Weniger wichtig","1998","direkter Migrationshintergrund","weiblich","","","",""
"Weniger wichtig","1998","indirekter Migrationshintergrund","männlich","","","",""
"Weniger wichtig","1998","indirekter Migrationshintergrund","weiblich","","","",""
"Weniger wichtig","1998","Migrationshintergrund - n. w. differenzierbar","männlich","","","",""
"Weniger wichtig","1998","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Ganz unwichtig","1998","kein Migrationshintergrund","männlich","","","",""
"Ganz unwichtig","1998","kein Migrationshintergrund","weiblich","","","",""
"Ganz unwichtig","1998","direkter Migrationshintergrund","männlich","","","",""
"Ganz unwichtig","1998","direkter Migrationshintergrund","weiblich","","","",""
"Ganz unwichtig","1998","indirekter Migrationshintergrund","männlich","","","",""
"Ganz unwichtig","1998","indirekter Migrationshintergrund","weiblich","","","",""
"Ganz unwichtig","1998","Migrationshintergrund - n. w. differenzierbar","männlich","","","",""
"Ganz unwichtig","1998","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Sehr wichtig","1999","kein Migrationshintergrund","männlich","","","",""
"Sehr wichtig","1999","kein Migrationshintergrund","weiblich","","","",""
"Sehr wichtig","1999","direkter Migrationshintergrund","männlich","","","",""
"Sehr wichtig","1999","direkter Migrationshintergrund","weiblich","","","",""
"Sehr wichtig","1999","indirekter Migrationshintergrund","männlich","","","",""
"Sehr wichtig","1999","indirekter Migrationshintergrund","weiblich","","","",""
"Sehr wichtig","1999","Migrationshintergrund - n. w. differenzierbar","männlich","","","",""
"Sehr wichtig","1999","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Wichtig","1999","kein Migrationshintergrund","männlich","","","",""
"Wichtig","1999","kein Migrationshintergrund","weiblich","","","",""
"Wichtig","1999","direkter Migrationshintergrund","männlich","","","",""
"Wichtig","1999","direkter Migrationshintergrund","weiblich","","","",""
"Wichtig","1999","indirekter Migrationshintergrund","männlich","","","",""
"Wichtig","1999","indirekter Migrationshintergrund","weiblich","","","",""
"Wichtig","1999","Migrationshintergrund - n. w. differenzierbar","männlich","","","",""
"Wichtig","1999","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Weniger wichtig","1999","kein Migrationshintergrund","männlich","","","",""
"Weniger wichtig","1999","kein Migrationshintergrund","weiblich","","","",""
"Weniger wichtig","1999","direkter Migrationshintergrund","männlich","","","",""
"Weniger wichtig","1999","direkter Migrationshintergrund","weiblich","","","",""
"Weniger wichtig","1999","indirekter Migrationshintergrund","männlich","","","",""
"Weniger wichtig","1999","indirekter Migrationshintergrund","weiblich","","","",""
"Weniger wichtig","1999","Migrationshintergrund - n. w. differenzierbar","männlich","","","",""
"Weniger wichtig","1999","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Ganz unwichtig","1999","kein Migrationshintergrund","männlich","","","",""
"Ganz unwichtig","1999","kein Migrationshintergrund","weiblich","","","",""
"Ganz unwichtig","1999","direkter Migrationshintergrund","männlich","","","",""
"Ganz unwichtig","1999","direkter Migrationshintergrund","weiblich","","","",""
"Ganz unwichtig","1999","indirekter Migrationshintergrund","männlich","","","",""
"Ganz unwichtig","1999","indirekter Migrationshintergrund","weiblich","","","",""
"Ganz unwichtig","1999","Migrationshintergrund - n. w. differenzierbar","männlich","","","",""
"Ganz unwichtig","1999","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Sehr wichtig","2000","kein Migrationshintergrund","männlich","","","",""
"Sehr wichtig","2000","kein Migrationshintergrund","weiblich","","","",""
"Sehr wichtig","2000","direkter Migrationshintergrund","männlich","","","",""
"Sehr wichtig","2000","direkter Migrationshintergrund","weiblich","","","",""
"Sehr wichtig","2000","indirekter Migrationshintergrund","männlich","","","",""
"Sehr wichtig","2000","indirekter Migrationshintergrund","weiblich","","","",""
"Sehr wichtig","2000","Migrationshintergrund - n. w. differenzierbar","männlich","","","",""
"Sehr wichtig","2000","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Wichtig","2000","kein Migrationshintergrund","männlich","","","",""
"Wichtig","2000","kein Migrationshintergrund","weiblich","","","",""
"Wichtig","2000","direkter Migrationshintergrund","männlich","","","",""
"Wichtig","2000","direkter Migrationshintergrund","weiblich","","","",""
"Wichtig","2000","indirekter Migrationshintergrund","männlich","","","",""
"Wichtig","2000","indirekter Migrationshintergrund","weiblich","","","",""
"Wichtig","2000","Migrationshintergrund - n. w. differenzierbar","männlich","","","",""
"Wichtig","2000","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Weniger wichtig","2000","kein Migrationshintergrund","männlich","","","",""
"Weniger wichtig","2000","kein Migrationshintergrund","weiblich","","","",""
"Weniger wichtig","2000","direkter Migrationshintergrund","männlich","","","",""
"Weniger wichtig","2000","direkter Migrationshintergrund","weiblich","","","",""
"Weniger wichtig","2000","indirekter Migrationshintergrund","männlich","","","",""
"Weniger wichtig","2000","indirekter Migrationshintergrund","weiblich","","","",""
"Weniger wichtig","2000","Migrationshintergrund - n. w. differenzierbar","männlich","","","",""
"Weniger wichtig","2000","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Ganz unwichtig","2000","kein Migrationshintergrund","männlich","","","",""
"Ganz unwichtig","2000","kein Migrationshintergrund","weiblich","","","",""
"Ganz unwichtig","2000","direkter Migrationshintergrund","männlich","","","",""
"Ganz unwichtig","2000","direkter Migrationshintergrund","weiblich","","","",""
"Ganz unwichtig","2000","indirekter Migrationshintergrund","männlich","","","",""
"Ganz unwichtig","2000","indirekter Migrationshintergrund","weiblich","","","",""
"Ganz unwichtig","2000","Migrationshintergrund - n. w. differenzierbar","männlich","","","",""
