year,age_gr,pgisced97,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1988,46-65 y.,Second Stage of Tertiary Education,,,,,,,,,,,,
1988,66 and older,Primary Level,,,,,,,,,,,,
1988,66 and older,Lower Secondary Level,,,,,,,,,,,,
1988,66 and older,Upper Secondary Level,,,,,,,,,,,,
1988,66 and older,Post-secondary Non-tertiary Level,,,,,,,,,,,,
1988,66 and older,First Stage of Tertiary Education,,,,,,,,,,,,
1988,66 and older,Second Stage of Tertiary Education,,,,,,,,,,,,
1989,0-16 y.,Not included in this version of the questionnaire,,,,,,,,,,,,
1989,0-16 y.,Lower Secondary Level,,,,,,,,,,,,
1989,17-29 y.,Not included in this version of the questionnaire,,,,,,,,,,,,
1989,17-29 y.,No answer / don't know,,,,,,,,,,,,
1989,17-29 y.,Pre-primary Level,,,,,,,,,,,,
1989,17-29 y.,Primary Level,,,,,,,,,,,,
1989,17-29 y.,Lower Secondary Level,,,,,,,,,,,,
1989,17-29 y.,Upper Secondary Level,,,,,,,,,,,,
1989,17-29 y.,Post-secondary Non-tertiary Level,,,,,,,,,,,,
1989,17-29 y.,First Stage of Tertiary Education,,,,,,,,,,,,
1989,17-29 y.,Second Stage of Tertiary Education,,,,,,,,,,,,
1989,30-45 y.,No answer / don't know,,,,,,,,,,,,
1989,30-45 y.,Primary Level,,,,,,,,,,,,
1989,30-45 y.,Lower Secondary Level,,,,,,,,,,,,
1989,30-45 y.,Upper Secondary Level,,,,,,,,,,,,
1989,30-45 y.,Post-secondary Non-tertiary Level,,,,,,,,,,,,
1989,30-45 y.,First Stage of Tertiary Education,,,,,,,,,,,,
1989,30-45 y.,Second Stage of Tertiary Education,,,,,,,,,,,,
1989,46-65 y.,No answer / don't know,,,,,,,,,,,,
1989,46-65 y.,Primary Level,,,,,,,,,,,,
1989,46-65 y.,Lower Secondary Level,,,,,,,,,,,,
1989,46-65 y.,Upper Secondary Level,,,,,,,,,,,,
1989,46-65 y.,Post-secondary Non-tertiary Level,,,,,,,,,,,,
1989,46-65 y.,First Stage of Tertiary Education,,,,,,,,,,,,
1989,46-65 y.,Second Stage of Tertiary Education,,,,,,,,,,,,
1989,66 and older,No answer / don't know,,,,,,,,,,,,
1989,66 and older,Primary Level,,,,,,,,,,,,
1989,66 and older,Lower Secondary Level,,,,,,,,,,,,
1989,66 and older,Upper Secondary Level,,,,,,,,,,,,
1989,66 and older,Post-secondary Non-tertiary Level,,,,,,,,,,,,
1989,66 and older,First Stage of Tertiary Education,,,,,,,,,,,,
1989,66 and older,Second Stage of Tertiary Education,,,,,,,,,,,,
1990,0-16 y.,Not included in this version of the questionnaire,,,,,,,,,,,,
1990,0-16 y.,Pre-primary Level,,,,,,,,,,,,
1990,0-16 y.,Primary Level,,,,,,,,,,,,
1990,0-16 y.,Lower Secondary Level,,,,,,,,,,,,
1990,17-29 y.,Not included in this version of the questionnaire,,,,,,,,,,,,
1990,17-29 y.,No answer / don't know,41,13.76982,9.24457,18.29507,3.36111,6.22945,20.00000,1.00000,44.95834,,,
1990,17-29 y.,Pre-primary Level,,,,,,,,,,,,
1990,17-29 y.,Primary Level,50,15.11614,10.89188,19.34041,3.00000,10.00000,24.27559,1.00000,56.18896,,,
1990,17-29 y.,Lower Secondary Level,451,11.78489,10.50782,13.06196,4.00000,7.00000,15.33437,1.00000,32.33592,,,
1990,17-29 y.,Upper Secondary Level,815,15.07548,13.52898,16.62199,4.00000,10.00000,18.00000,1.00000,39.00000,,,
1990,17-29 y.,Post-secondary Non-tertiary Level,61,13.86593,10.97984,16.75203,5.69708,10.00000,17.00000,2.00000,33.95438,,,
1990,17-29 y.,First Stage of Tertiary Education,61,17.95914,10.74113,25.17716,5.00000,10.77752,18.00000,1.00000,37.50000,,,
1990,17-29 y.,Second Stage of Tertiary Education,53,28.46180,13.68623,43.23738,7.00000,16.10475,28.14861,1.00000,59.87153,,,
1990,30-45 y.,No answer / don't know,,,,,,,,,,,,
1990,30-45 y.,Primary Level,112,8.50992,6.59462,10.42522,2.00000,5.97295,10.00000,1.00000,22.00000,,,
1990,30-45 y.,Lower Secondary Level,295,11.30861,8.25691,14.36031,2.00000,5.00000,10.00000,1.00000,22.00000,,,
1990,30-45 y.,Upper Secondary Level,932,12.98851,11.97848,13.99855,4.00000,9.00000,17.00000,0.00000,36.50000,,,
1990,30-45 y.,Post-secondary Non-tertiary Level,69,15.73837,11.96401,19.51273,5.00000,12.39997,20.00000,1.00000,42.50000,,,
1990,30-45 y.,First Stage of Tertiary Education,129,14.07211,11.39350,16.75072,3.59458,10.00000,17.00000,1.00000,37.10813,,,
1990,30-45 y.,Second Stage of Tertiary Education,266,17.17875,14.55640,19.80111,5.00000,10.00000,20.00000,0.00000,42.50000,,,
1990,46-65 y.,No answer / don't know,,,,,,,,,,,,
1990,46-65 y.,Primary Level,137,7.76571,6.38298,9.14843,2.00000,5.00000,10.31516,0.00000,22.78790,,,
1990,46-65 y.,Lower Secondary Level,314,7.46623,6.47636,8.45611,2.00000,5.00000,10.00000,0.00000,22.00000,,,
1990,46-65 y.,Upper Secondary Level,675,13.48533,12.10678,14.86387,4.00000,8.00000,15.00000,0.00000,31.50000,,,
1990,46-65 y.,Post-secondary Non-tertiary Level,,,,,,,,,,,,
1990,46-65 y.,First Stage of Tertiary Education,82,9.94105,7.96752,11.91459,3.25527,6.00000,15.00000,1.00000,32.61710,,,
1990,46-65 y.,Second Stage of Tertiary Education,146,15.70339,13.18889,18.21790,4.00000,10.00000,24.20924,0.00000,54.52310,,,
1990,66 and older,No answer / don't know,,,,,,,,,,,,
1990,66 and older,Primary Level,,,,,,,,,,,,
1990,66 and older,Lower Secondary Level,,,,,,,,,,,,
1990,66 and older,Upper Secondary Level,,,,,,,,,,,,
1990,66 and older,Post-secondary Non-tertiary Level,,,,,,,,,,,,
1990,66 and older,First Stage of Tertiary Education,,,,,,,,,,,,
1990,66 and older,Second Stage of Tertiary Education,,,,,,,,,,,,
1991,0-16 y.,Not included in this version of the questionnaire,,,,,,,,,,,,
1991,0-16 y.,Lower Secondary Level,,,,,,,,,,,,
1991,17-29 y.,Not included in this version of the questionnaire,,,,,,,,,,,,
1991,17-29 y.,No answer / don't know,,,,,,,,,,,,
1991,17-29 y.,Pre-primary Level,,,,,,,,,,,,
1991,17-29 y.,Primary Level,,,,,,,,,,,,
1991,17-29 y.,Lower Secondary Level,52,76.73999,33.04396,120.43602,7.63420,15.00000,37.62203,3.00000,82.60378,,,
1991,17-29 y.,Upper Secondary Level,189,44.78950,30.79831,58.78070,6.00000,12.00000,30.00000,0.00000,66.00000,,,
1991,17-29 y.,Post-secondary Non-tertiary Level,,,,,,,,,,,,
1991,17-29 y.,First Stage of Tertiary Education,,,,,,,,,,,,
1991,17-29 y.,Second Stage of Tertiary Education,33,38.59338,14.04186,63.14489,10.00000,12.00000,25.81480,2.00000,49.53700,,,
1991,30-45 y.,No answer / don't know,,,,,,,,,,,,
1991,30-45 y.,Primary Level,,,,,,,,,,,,
1991,30-45 y.,Lower Secondary Level,,,,,,,,,,,,
1991,30-45 y.,Upper Secondary Level,215,40.98262,27.20038,54.76486,7.00000,10.00000,20.00000,1.00000,39.50000,,,
1991,30-45 y.,Post-secondary Non-tertiary Level,,,,,,,,,,,,
1991,30-45 y.,First Stage of Tertiary Education,,,,,,,,,,,,
1991,30-45 y.,Second Stage of Tertiary Education,109,53.86984,27.29179,80.44790,8.00000,12.00000,20.00000,2.00000,38.00000,,,
1991,46-65 y.,No answer / don't know,,,,,,,,,,,,
1991,46-65 y.,Primary Level,,,,,,,,,,,,
1991,46-65 y.,Lower Secondary Level,,,,,,,,,,,,
1991,46-65 y.,Upper Secondary Level,104,16.38294,8.74112,24.02475,6.00000,10.00000,14.00000,1.00000,26.00000,,,
1991,46-65 y.,Post-secondary Non-tertiary Level,,,,,,,,,,,,
1991,46-65 y.,First Stage of Tertiary Education,,,,,,,,,,,,
1991,46-65 y.,Second Stage of Tertiary Education,58,32.21621,3.95443,60.47799,7.51888,12.00000,18.08625,2.00000,33.93731,,,
1991,66 and older,No answer / don't know,,,,,,,,,,,,
1991,66 and older,Primary Level,,,,,,,,,,,,
1991,66 and older,Lower Secondary Level,,,,,,,,,,,,
1991,66 and older,Upper Secondary Level,,,,,,,,,,,,
1991,66 and older,Post-secondary Non-tertiary Level,,,,,,,,,,,,
1991,66 and older,First Stage of Tertiary Education,,,,,,,,,,,,
1991,66 and older,Second Stage of Tertiary Education,,,,,,,,,,,,
1992,0-16 y.,Not included in this version of the questionnaire,,,,,,,,,,,,
1992,0-16 y.,Pre-primary Level,,,,,,,,,,,,
1992,0-16 y.,Lower Secondary Level,,,,,,,,,,,,
1992,17-29 y.,Not included in this version of the questionnaire,,,,,,,,,,,,
1992,17-29 y.,No answer / don't know,,,,,,,,,,,,
1992,17-29 y.,Pre-primary Level,,,,,,,,,,,,
1992,17-29 y.,Primary Level,,,,,,,,,,,,
1992,17-29 y.,Lower Secondary Level,44,57.67122,20.24880,95.09364,9.98017,15.00000,25.00000,3.00000,47.52974,,,
1992,17-29 y.,Upper Secondary Level,142,53.22574,32.62241,73.82908,8.00000,15.00000,30.00000,2.00000,63.00000,,,
1992,17-29 y.,Post-secondary Non-tertiary Level,,,,,,,,,,,,
1992,17-29 y.,First Stage of Tertiary Education,,,,,,,,,,,,
1992,17-29 y.,Second Stage of Tertiary Education,,,,,,,,,,,,
1992,30-45 y.,No answer / don't know,,,,,,,,,,,,
1992,30-45 y.,Primary Level,,,,,,,,,,,,
1992,30-45 y.,Lower Secondary Level,,,,,,,,,,,,
1992,30-45 y.,Upper Secondary Level,207,30.90770,20.42145,41.39394,8.00000,14.48613,22.00000,1.00000,43.00000,,,
1992,30-45 y.,Post-secondary Non-tertiary Level,,,,,,,,,,,,
1992,30-45 y.,First Stage of Tertiary Education,,,,,,,,,,,,
1992,30-45 y.,Second Stage of Tertiary Education,112,27.95445,14.91392,40.99497,8.00000,13.00000,21.00000,3.00000,40.50000,,,
1992,46-65 y.,No answer / don't know,,,,,,,,,,,,
1992,46-65 y.,Primary Level,,,,,,,,,,,,
1992,46-65 y.,Lower Secondary Level,,,,,,,,,,,,
1992,46-65 y.,Upper Secondary Level,99,15.71802,10.88262,20.55342,5.88490,10.00000,15.00000,1.00000,28.67265,,,
1992,46-65 y.,Post-secondary Non-tertiary Level,,,,,,,,,,,,
1992,46-65 y.,First Stage of Tertiary Education,,,,,,,,,,,,
1992,46-65 y.,Second Stage of Tertiary Education,49,26.45841,9.82365,43.09316,8.00000,12.32291,21.84294,3.00000,42.60734,,,
1992,66 and older,No answer / don't know,,,,,,,,,,,,
1992,66 and older,Primary Level,,,,,,,,,,,,
1992,66 and older,Lower Secondary Level,,,,,,,,,,,,
1992,66 and older,Upper Secondary Level,,,,,,,,,,,,
1992,66 and older,Post-secondary Non-tertiary Level,,,,,,,,,,,,
1992,66 and older,First Stage of Tertiary Education,,,,,,,,,,,,
1992,66 and older,Second Stage of Tertiary Education,,,,,,,,,,,,
1993,0-16 y.,Not included in this version of the questionnaire,,,,,,,,,,,,
1993,0-16 y.,Pre-primary Level,,,,,,,,,,,,
1993,17-29 y.,Not included in this version of the questionnaire,,,,,,,,,,,,
1993,17-29 y.,No answer / don't know,62,16.49674,11.41618,21.57730,4.00000,10.00000,20.00000,0.00000,44.00000,,,
1993,17-29 y.,Pre-primary Level,,,,,,,,,,,,
1993,17-29 y.,Primary Level,44,9.77834,6.02766,13.52902,2.00000,6.84682,10.31364,1.00000,22.78411,,,
1993,17-29 y.,Lower Secondary Level,508,10.35531,9.42806,11.28256,3.00000,7.00000,14.85455,0.00000,32.63637,,,
1993,17-29 y.,Upper Secondary Level,1074,12.86737,12.04627,13.68846,3.00000,8.00000,20.00000,0.00000,45.50000,,,
1993,17-29 y.,Post-secondary Non-tertiary Level,87,14.92715,11.36306,18.49125,4.00000,10.00000,20.27854,0.00000,44.69635,,,
1993,17-29 y.,First Stage of Tertiary Education,70,12.84744,10.38738,15.30751,5.00000,10.00000,19.75197,0.00000,41.87993,,,
1993,17-29 y.,Second Stage of Tertiary Education,113,10.91517,8.20360,13.62673,3.00000,6.78910,12.00000,0.00000,25.50000,,,
1993,30-45 y.,No answer / don't know,30,12.10342,6.46534,17.74151,3.00000,10.00000,18.00000,0.00000,40.50000,,,
1993,30-45 y.,Primary Level,111,7.46900,5.62225,9.31575,2.00000,5.00000,10.00000,0.00000,22.00000,,,
1993,30-45 y.,Lower Secondary Level,300,10.22233,8.64113,11.80353,1.29356,5.00000,14.18529,0.00000,33.52287,,,
1993,30-45 y.,Upper Secondary Level,1558,11.87532,11.20100,12.54965,3.00000,7.00000,16.00000,0.00000,35.50000,,,
1993,30-45 y.,Post-secondary Non-tertiary Level,98,13.90177,10.91183,16.89171,4.17623,7.00000,20.00000,0.00000,43.73566,,,
1993,30-45 y.,First Stage of Tertiary Education,236,10.91656,9.23451,12.59861,1.00000,5.00000,15.00000,0.00000,36.00000,,,
1993,30-45 y.,Second Stage of Tertiary Education,646,12.48332,11.34705,13.61959,3.00000,7.00000,18.00000,0.00000,40.50000,,,
1993,46-65 y.,No answer / don't know,,,,,,,,,,,,
1993,46-65 y.,Primary Level,121,6.49818,5.24285,7.75350,1.00000,4.00000,10.00000,0.00000,23.50000,,,
1993,46-65 y.,Lower Secondary Level,349,6.52614,5.66933,7.38295,1.00000,4.00000,10.00000,0.00000,23.50000,,,
1993,46-65 y.,Upper Secondary Level,995,11.18372,10.12126,12.24618,2.00000,6.00000,13.00000,0.00000,29.50000,,,
1993,46-65 y.,Post-secondary Non-tertiary Level,36,7.99920,5.49623,10.50217,2.00000,6.00000,15.00000,0.00000,30.00000,,,
1993,46-65 y.,First Stage of Tertiary Education,143,10.76189,8.32351,13.20026,1.00000,6.00000,15.00000,0.00000,36.00000,,,
1993,46-65 y.,Second Stage of Tertiary Education,345,12.03595,10.49464,13.57725,2.00000,6.00000,15.79605,0.00000,36.49011,,,
1993,66 and older,No answer / don't know,,,,,,,,,,,,
1993,66 and older,Primary Level,,,,,,,,,,,,
1993,66 and older,Lower Secondary Level,,,,,,,,,,,,
1993,66 and older,Upper Secondary Level,,,,,,,,,,,,
1993,66 and older,Post-secondary Non-tertiary Level,,,,,,,,,,,,
1993,66 and older,First Stage of Tertiary Education,,,,,,,,,,,,
1993,66 and older,Second Stage of Tertiary Education,,,,,,,,,,,,
1994,0-16 y.,Not included in this version of the questionnaire,,,,,,,,,,,,
1994,0-16 y.,Pre-primary Level,,,,,,,,,,,,
1994,17-29 y.,Not included in this version of the questionnaire,,,,,,,,,,,,
1994,17-29 y.,No answer / don't know,,,,,,,,,,,,
1994,17-29 y.,Pre-primary Level,,,,,,,,,,,,
1994,17-29 y.,Primary Level,,,,,,,,,,,,
1994,17-29 y.,Lower Secondary Level,,,,,,,,,,,,
1994,17-29 y.,Upper Secondary Level,,,,,,,,,,,,
1994,17-29 y.,Post-secondary Non-tertiary Level,,,,,,,,,,,,
1994,17-29 y.,First Stage of Tertiary Education,,,,,,,,,,,,
1994,17-29 y.,Second Stage of Tertiary Education,,,,,,,,,,,,
1994,30-45 y.,No answer / don't know,,,,,,,,,,,,
1994,30-45 y.,Primary Level,,,,,,,,,,,,
1994,30-45 y.,Lower Secondary Level,,,,,,,,,,,,
1994,30-45 y.,Upper Secondary Level,,,,,,,,,,,,
1994,30-45 y.,Post-secondary Non-tertiary Level,,,,,,,,,,,,
1994,30-45 y.,First Stage of Tertiary Education,,,,,,,,,,,,
1994,30-45 y.,Second Stage of Tertiary Education,,,,,,,,,,,,
1994,46-65 y.,No answer / don't know,,,,,,,,,,,,
1994,46-65 y.,Primary Level,,,,,,,,,,,,
1994,46-65 y.,Lower Secondary Level,,,,,,,,,,,,
1994,46-65 y.,Upper Secondary Level,,,,,,,,,,,,
1994,46-65 y.,Post-secondary Non-tertiary Level,,,,,,,,,,,,
1994,46-65 y.,First Stage of Tertiary Education,,,,,,,,,,,,
1994,46-65 y.,Second Stage of Tertiary Education,,,,,,,,,,,,
1994,66 and older,No answer / don't know,,,,,,,,,,,,
1994,66 and older,Primary Level,,,,,,,,,,,,
1994,66 and older,Lower Secondary Level,,,,,,,,,,,,
